Input.index,WorkerId,Input.English,Input.Arabic,Answer.translation
299,A3HDXVNO786Z0L,مجموعة,corpus,مجموعة نصية
299,A3HDXVNO786Z0L,توازنات ترابطية,correlated equilibria,التوازنات المترابطة
299,A3HDXVNO786Z0L,توازن ارتباطي,correlated equilibrium,توازن مترابط
299,A3HDXVNO786Z0L,معامل الارتباط,correlation coefficient,معامل الارتباط
299,A5LL8EKITZLQ0,المجاميع,corpora,مجموعة نصوص
299,A5LL8EKITZLQ0,مجموعة,corpus,مجموعة نصوص
299,A5LL8EKITZLQ0,توازنات ترابطية,correlated equilibria,التوازنات المرتبطة
299,A5LL8EKITZLQ0,توازن ارتباطي,correlated equilibrium,التوازن المرتبط
299,A5LL8EKITZLQ0,معامل الارتباط,correlation coefficient,معامل الارتباط
300,A155OW7UP21THF,ارتباطات,correlations,الترابطات
300,A155OW7UP21THF,مصفوفة المراسلات,correspondence matrix,مصفوفة المطابقة
300,A155OW7UP21THF,تطابق,corresponding,المقابلة
300,A155OW7UP21THF,جيب التمام,cosine,جيب التمام
300,A155OW7UP21THF,جيب,cosine,جيب التمام
300,A1WPT6LLCRWMDY,ارتباطات,correlations,الترابطات
300,A1WPT6LLCRWMDY,مصفوفة المراسلات,correspondence matrix,مصفوفة التوافق
300,A1WPT6LLCRWMDY,تطابق,corresponding,المقابل
300,A1WPT6LLCRWMDY,جيب التمام,cosine,الجيب التمام
300,A1WPT6LLCRWMDY,جيب,cosine,الجيب التمام
300,A1YA58RRBN7NI4,ارتباطات,correlations,العقلانية المقيدة
300,A1YA58RRBN7NI4,مصفوفة المراسلات,correspondence matrix,العقلانية المقيدة
300,A1YA58RRBN7NI4,تطابق,corresponding,العقلانية المقيدة
300,A1YA58RRBN7NI4,جيب التمام,cosine,العقلانية المقيدة
300,A1YA58RRBN7NI4,جيب,cosine,العقلانية المقيدة
300,A2OTFVI83FT0QL,ارتباطات,correlations,الارتباطات
300,A2OTFVI83FT0QL,مصفوفة المراسلات,correspondence matrix,مصفوفة التطابق
300,A2OTFVI83FT0QL,تطابق,corresponding,المطابق
300,A2OTFVI83FT0QL,جيب التمام,cosine,الزاوية الجيبية
300,A2OTFVI83FT0QL,جيب,cosine,الزاوية الجيبية
300,A33S3NQJEHPOMN,ارتباطات,correlations,الارتباطات
300,A33S3NQJEHPOMN,مصفوفة المراسلات,correspondence matrix,مصفوفة المطابقة
300,A33S3NQJEHPOMN,تطابق,corresponding,المطابقة
300,A33S3NQJEHPOMN,جيب التمام,cosine,جيب التمام
300,A33S3NQJEHPOMN,جيب,cosine,جيب التمام
300,A3A6RGC6U41CM5,ارتباطات,correlations,الارتباطات
300,A3A6RGC6U41CM5,مصفوفة المراسلات,correspondence matrix,مصفوفة التناظر
300,A3A6RGC6U41CM5,تطابق,corresponding,المقابل
300,A3A6RGC6U41CM5,جيب التمام,cosine,جيب التمام
300,A3A6RGC6U41CM5,جيب,cosine,جيب التمام
300,A3HDXVNO786Z0L,ارتباطات,correlations,ارتباطات
300,A3HDXVNO786Z0L,مصفوفة المراسلات,correspondence matrix,مصفوفة المطابقة
300,A3HDXVNO786Z0L,تطابق,corresponding,المطابقة
300,A3HDXVNO786Z0L,جيب التمام,cosine,جيب التمام
300,A3HDXVNO786Z0L,جيب,cosine,جيب التمام
300,A5LL8EKITZLQ0,ارتباطات,correlations,الترابطات
300,A5LL8EKITZLQ0,مصفوفة المراسلات,correspondence matrix,مصفوفة التCorrespondence
300,A5LL8EKITZLQ0,تطابق,corresponding,المقابلة
300,A5LL8EKITZLQ0,جيب التمام,cosine,الزاوي
300,A5LL8EKITZLQ0,جيب,cosine,الزاوي
300,AMDP4QV7L82Q,ارتباطات,correlations,الارتباطات
300,AMDP4QV7L82Q,مصفوفة المراسلات,correspondence matrix,مصفوفة المطابقة
300,AMDP4QV7L82Q,تطابق,corresponding,الموافق
300,AMDP4QV7L82Q,جيب التمام,cosine,زاوية جيب التمام
300,AMDP4QV7L82Q,جيب,cosine,زاوية جيب التمام
300,AXPC0WQ9DAK4I,ارتباطات,correlations,الترابطات
300,AXPC0WQ9DAK4I,مصفوفة المراسلات,correspondence matrix,مصفوفة المطابقة
300,AXPC0WQ9DAK4I,تطابق,corresponding,المقابل
300,AXPC0WQ9DAK4I,جيب التمام,cosine,جيب التمام
300,AXPC0WQ9DAK4I,جيب,cosine,جيب التمام
301,A155OW7UP21THF,تراجع الكوساين,cosine decay,تلاشي الكوسين
301,A155OW7UP21THF,جدول تحلل الكوساين,cosine decay schedule,جدول تلاشي الكوسين
301,A155OW7UP21THF,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل تعلم الكوسين
301,A155OW7UP21THF,قياس جيب التمام,cosine measure,مقياس الكوسين
301,A155OW7UP21THF,الجدول الكوسيني,cosine schedule,جدول الكوسين
301,A1WPT6LLCRWMDY,تراجع الكوساين,cosine decay,تخفيض جيب التمام
301,A1WPT6LLCRWMDY,جدول تحلل الكوساين,cosine decay schedule,جدول تخفيض جيب التمام
301,A1WPT6LLCRWMDY,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل التعلم باستخدام جيب التمام
301,A1WPT6LLCRWMDY,قياس جيب التمام,cosine measure,مقياس جيب التمام
301,A1WPT6LLCRWMDY,الجدول الكوسيني,cosine schedule,جدول جيب التمام
301,A1YA58RRBN7NI4,تراجع الكوساين,cosine decay,تلاشي جيب التمام
301,A1YA58RRBN7NI4,جدول تحلل الكوساين,cosine decay schedule,تلاشي جيب التمام
301,A1YA58RRBN7NI4,جدول معدل التعلم الجيبي,cosine learning rate schedule,تلاشي جيب التمام
301,A1YA58RRBN7NI4,قياس جيب التمام,cosine measure,تلاشي جيب التمام
301,A1YA58RRBN7NI4,الجدول الكوسيني,cosine schedule,تلاشي جيب التمام
301,A2OTFVI83FT0QL,تراجع الكوساين,cosine decay,تخفيف الكوساين
301,A2OTFVI83FT0QL,جدول تحلل الكوساين,cosine decay schedule,جدول تخفيض الكوساين
301,A2OTFVI83FT0QL,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل التعلم بالكوساين
301,A2OTFVI83FT0QL,قياس جيب التمام,cosine measure,مقياس الكوساين
301,A2OTFVI83FT0QL,الجدول الكوسيني,cosine schedule,جدول الكوساين
301,A33S3NQJEHPOMN,تراجع الكوساين,cosine decay,تلاشي جيب التمام
301,A33S3NQJEHPOMN,جدول تحلل الكوساين,cosine decay schedule,جدول تلاشي جيب التمام
301,A33S3NQJEHPOMN,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل التعلم بتلاشي جيب التمام
301,A33S3NQJEHPOMN,قياس جيب التمام,cosine measure,مقياس جيب التمام
301,A33S3NQJEHPOMN,الجدول الكوسيني,cosine schedule,جدول جيب التمام
301,A3A6RGC6U41CM5,تراجع الكوساين,cosine decay,الاضمحلال الجيبي
301,A3A6RGC6U41CM5,جدول تحلل الكوساين,cosine decay schedule,جدول الاضمحلال الجيبي
301,A3A6RGC6U41CM5,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل التعلم الجيبي
301,A3A6RGC6U41CM5,قياس جيب التمام,cosine measure,مقياس جيب التمام
301,A3A6RGC6U41CM5,الجدول الكوسيني,cosine schedule,الجدول الجيبي
301,A3HDXVNO786Z0L,تراجع الكوساين,cosine decay,تناقص جيب التمام
301,A3HDXVNO786Z0L,جدول تحلل الكوساين,cosine decay schedule,جدول تناقص جيب التمام
301,A3HDXVNO786Z0L,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل التعلم بتناقص جيب التمام
301,A3HDXVNO786Z0L,قياس جيب التمام,cosine measure,قياس جيب التمام
301,A3HDXVNO786Z0L,الجدول الكوسيني,cosine schedule,جدول جيب التمام
301,A5LL8EKITZLQ0,تراجع الكوساين,cosine decay,تآكل جيبي
301,A5LL8EKITZLQ0,جدول تحلل الكوساين,cosine decay schedule,جدول تآكل جيبي
301,A5LL8EKITZLQ0,جدول معدل التعلم الجيبي,cosine learning rate schedule,جدول معدل التعلم الجيبي
301,A5LL8EKITZLQ0,قياس جيب التمام,cosine measure,مقياس جيبي
301,A5LL8EKITZLQ0,الجدول الكوسيني,cosine schedule,جدول جيبي
302,A155OW7UP21THF,قياس التشابه جيب التمام,cosine similarity measure,مقياس تشابه جيب التمام
302,A155OW7UP21THF,دالة التكلفة,cost function,دالة التكلفة
302,A155OW7UP21THF,متجه التكلفة,cost vector,متجه التكلفة
302,A155OW7UP21THF,حجم التكلفة,cost volume,حجم التكلفة
302,A155OW7UP21THF,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
302,A1KRZO8X16T93E,قياس التشابه جيب التمام,cosine similarity measure,مقياس تشابه جيب التمام
302,A1KRZO8X16T93E,دالة التكلفة,cost function,دالة التكلفة
302,A1KRZO8X16T93E,متجه التكلفة,cost vector,متجه التكلفة
302,A1KRZO8X16T93E,حجم التكلفة,cost volume,حجم التكلفة
302,A1KRZO8X16T93E,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحسّاس للتكلفة
302,A1WPT6LLCRWMDY,قياس التشابه جيب التمام,cosine similarity measure,مقياس التشابه باستخدام الكوسين
302,A1WPT6LLCRWMDY,دالة التكلفة,cost function,دالة التكلفة
302,A1WPT6LLCRWMDY,متجه التكلفة,cost vector,متجه التكلفة
302,A1WPT6LLCRWMDY,حجم التكلفة,cost volume,حجم التكلفة
302,A1WPT6LLCRWMDY,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
302,A1YA58RRBN7NI4,قياس التشابه جيب التمام,cosine similarity measure,دالة سوفتماكس
302,A1YA58RRBN7NI4,دالة التكلفة,cost function,دالة سوفتماكس
302,A1YA58RRBN7NI4,متجه التكلفة,cost vector,دالة سوفتماكس
302,A1YA58RRBN7NI4,حجم التكلفة,cost volume,دالة سوفتماكس
302,A1YA58RRBN7NI4,التعلم الحساس للتكلفة,cost-sensitive learning,دالة سوفتماكس
302,A2OTFVI83FT0QL,قياس التشابه جيب التمام,cosine similarity measure,مقياس التشابه الكوني
302,A2OTFVI83FT0QL,دالة التكلفة,cost function,دالة التكلفة
302,A2OTFVI83FT0QL,متجه التكلفة,cost vector,متجه التكلفة
302,A2OTFVI83FT0QL,حجم التكلفة,cost volume,حجم التكلفة
302,A2OTFVI83FT0QL,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
302,A33S3NQJEHPOMN,قياس التشابه جيب التمام,cosine similarity measure,مقياس تشابه جيب التمام
302,A33S3NQJEHPOMN,دالة التكلفة,cost function,دالة التكلفة
302,A33S3NQJEHPOMN,متجه التكلفة,cost vector,متجه التكلفة
302,A33S3NQJEHPOMN,حجم التكلفة,cost volume,حجم التكلفة
302,A33S3NQJEHPOMN,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحسّاس للتكلفة
302,A36CA3E5LT6I1P,قياس التشابه جيب التمام,cosine similarity measure,مقياس التشابه الزاوي
302,A36CA3E5LT6I1P,دالة التكلفة,cost function,دالة التكلفة
302,A36CA3E5LT6I1P,متجه التكلفة,cost vector,متجه التكلفة
302,A36CA3E5LT6I1P,حجم التكلفة,cost volume,حجم التكلفة
302,A36CA3E5LT6I1P,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
302,A3A6RGC6U41CM5,قياس التشابه جيب التمام,cosine similarity measure,مقياس التشابه الجيبي
302,A3A6RGC6U41CM5,دالة التكلفة,cost function,دالة التكلفة
302,A3A6RGC6U41CM5,متجه التكلفة,cost vector,متجه التكلفة
302,A3A6RGC6U41CM5,حجم التكلفة,cost volume,حجم التكلفة
302,A3A6RGC6U41CM5,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
302,A3G58G62R7YBAE,قياس التشابه جيب التمام,cosine similarity measure,مقياس تشابه جيب التمام
302,A3G58G62R7YBAE,دالة التكلفة,cost function,دالة التكلفة
302,A3G58G62R7YBAE,متجه التكلفة,cost vector,متجه التكلفة
302,A3G58G62R7YBAE,حجم التكلفة,cost volume,حجم التكلفة
302,A3G58G62R7YBAE,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
302,A5LL8EKITZLQ0,قياس التشابه جيب التمام,cosine similarity measure,مقياس التشابه بالجيب
302,A5LL8EKITZLQ0,دالة التكلفة,cost function,دالة التكلفة
302,A5LL8EKITZLQ0,متجه التكلفة,cost vector,متجه التكلفة
302,A5LL8EKITZLQ0,حجم التكلفة,cost volume,حجم التكلفة
302,A5LL8EKITZLQ0,التعلم الحساس للتكلفة,cost-sensitive learning,التعلم الحساس للتكلفة
303,A155OW7UP21THF,مثال مضاد,counterexample,مثال مضاد
303,A155OW7UP21THF,counterfactual,counterfactual,مضاد واقعي
303,A155OW7UP21THF,بيانات مضادة,counterfactual datum,بيانات مضادة واقعية
303,A155OW7UP21THF,المثال المضاد للواقع,counterfactual example,مثال مضاد واقعي
303,A155OW7UP21THF,عدالة الحالات البديلة,counterfactual fairness,: عدالة مضادة واقعية
303,A1KRZO8X16T93E,مثال مضاد,counterexample,مثال مضاد
303,A1KRZO8X16T93E,counterfactual,counterfactual,الفرضية المضادة
303,A1KRZO8X16T93E,بيانات مضادة,counterfactual datum,بيانات الفرضية المضادة
303,A1KRZO8X16T93E,المثال المضاد للواقع,counterfactual example,مثال الفرضية المضادة
303,A1KRZO8X16T93E,عدالة الحالات البديلة,counterfactual fairness,العدالة المضادة
303,A1WPT6LLCRWMDY,مثال مضاد,counterexample,مثال مضاد
303,A1WPT6LLCRWMDY,counterfactual,counterfactual,مضاد للواقع
303,A1WPT6LLCRWMDY,بيانات مضادة,counterfactual datum,بيان مضاد للواقع
303,A1WPT6LLCRWMDY,المثال المضاد للواقع,counterfactual example,مثال مضاد للواقع
303,A1WPT6LLCRWMDY,عدالة الحالات البديلة,counterfactual fairness,الإنصاف المضاد للواقع
303,A1YA58RRBN7NI4,مثال مضاد,counterexample,الجيل
303,A1YA58RRBN7NI4,counterfactual,counterfactual,الجيل
303,A1YA58RRBN7NI4,بيانات مضادة,counterfactual datum,الجيل
303,A1YA58RRBN7NI4,المثال المضاد للواقع,counterfactual example,الجيل
303,A1YA58RRBN7NI4,عدالة الحالات البديلة,counterfactual fairness,الجيل
303,A2OTFVI83FT0QL,مثال مضاد,counterexample,مثال مضاد
303,A2OTFVI83FT0QL,counterfactual,counterfactual,مضاد للوقائع
303,A2OTFVI83FT0QL,بيانات مضادة,counterfactual datum,بيانات مضادة للوقائع
303,A2OTFVI83FT0QL,المثال المضاد للواقع,counterfactual example,مثال مضاد للوقائع
303,A2OTFVI83FT0QL,عدالة الحالات البديلة,counterfactual fairness,العدالة المضادة للوقائع
303,A33S3NQJEHPOMN,مثال مضاد,counterexample,ضد المثال
303,A33S3NQJEHPOMN,counterfactual,counterfactual,ضد الواقعي
303,A33S3NQJEHPOMN,بيانات مضادة,counterfactual datum,بيانات ضد الواقعي
303,A33S3NQJEHPOMN,المثال المضاد للواقع,counterfactual example,مثال ضد الواقعي
303,A33S3NQJEHPOMN,عدالة الحالات البديلة,counterfactual fairness,عدالة ضد الواقعي
303,A3A6RGC6U41CM5,مثال مضاد,counterexample,مثال مضاد
303,A3A6RGC6U41CM5,counterfactual,counterfactual,افتراض مغاير للواقع
303,A3A6RGC6U41CM5,بيانات مضادة,counterfactual datum,بيانات مغايرة للواقع
303,A3A6RGC6U41CM5,المثال المضاد للواقع,counterfactual example,مثال مغاير للواقع
303,A3A6RGC6U41CM5,عدالة الحالات البديلة,counterfactual fairness,الإنصاف المغاير للواقع
303,A3HDXVNO786Z0L,مثال مضاد,counterexample,مثال مضاد
303,A3HDXVNO786Z0L,counterfactual,counterfactual,مضاد للحقائق
303,A3HDXVNO786Z0L,بيانات مضادة,counterfactual datum,بيانات مضادة للحقائق
303,A3HDXVNO786Z0L,المثال المضاد للواقع,counterfactual example,مثال مضاد للحقائق
303,A3HDXVNO786Z0L,عدالة الحالات البديلة,counterfactual fairness,عدالة مضادة للحقائق
303,A5LL8EKITZLQ0,مثال مضاد,counterexample,مثال مضاد
303,A5LL8EKITZLQ0,counterfactual,counterfactual,مضاد للوقائع
303,A5LL8EKITZLQ0,بيانات مضادة,counterfactual datum,بيانات مضادة للوقائع
303,A5LL8EKITZLQ0,المثال المضاد للواقع,counterfactual example,مثال مضاد
303,A5LL8EKITZLQ0,عدالة الحالات البديلة,counterfactual fairness,عدالة مضادة للوقائع
304,A155OW7UP21THF,الاستدلال المضاد للحقائق,counterfactual reasoning,التفكير المضاد للواقع
304,A155OW7UP21THF,"""دالة التغاير""",covariance function,دالة التغاير
304,A155OW7UP21THF,نواة التغاير,covariance kernel,نواة التغاير
304,A155OW7UP21THF,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,A155OW7UP21THF,نموذج التباين المشترك,covariance model,نموذج التغاير
304,A1KRZO8X16T93E,الاستدلال المضاد للحقائق,counterfactual reasoning,الاستدلال المضاد
304,A1KRZO8X16T93E,"""دالة التغاير""",covariance function,دالة التغاير
304,A1KRZO8X16T93E,نواة التغاير,covariance kernel,نواة التغاير
304,A1KRZO8X16T93E,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,A1KRZO8X16T93E,نموذج التباين المشترك,covariance model,نموذج التغاير
304,A1WPT6LLCRWMDY,الاستدلال المضاد للحقائق,counterfactual reasoning,التفكير المضاد للواقع
304,A1WPT6LLCRWMDY,"""دالة التغاير""",covariance function,دالة التغاير
304,A1WPT6LLCRWMDY,نواة التغاير,covariance kernel,نواة التغاير
304,A1WPT6LLCRWMDY,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,A1WPT6LLCRWMDY,نموذج التباين المشترك,covariance model,نموذج التغاير
304,A1YA58RRBN7NI4,الاستدلال المضاد للحقائق,counterfactual reasoning,خسارة سوفتماكس
304,A1YA58RRBN7NI4,"""دالة التغاير""",covariance function,خسارة سوفتماكس
304,A1YA58RRBN7NI4,نواة التغاير,covariance kernel,خسارة سوفتماكس
304,A1YA58RRBN7NI4,مصفوفة التغاير,covariance matrix,خسارة سوفتماكس
304,A1YA58RRBN7NI4,نموذج التباين المشترك,covariance model,خسارة سوفتماكس
304,A2OTFVI83FT0QL,الاستدلال المضاد للحقائق,counterfactual reasoning,التفكير المضاد للوقائع
304,A2OTFVI83FT0QL,"""دالة التغاير""",covariance function,دالة التغاير
304,A2OTFVI83FT0QL,نواة التغاير,covariance kernel,نواة التغاير
304,A2OTFVI83FT0QL,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,A2OTFVI83FT0QL,نموذج التباين المشترك,covariance model,نموذج التغاير
304,A33S3NQJEHPOMN,الاستدلال المضاد للحقائق,counterfactual reasoning,التفكير المضاد للواقع
304,A33S3NQJEHPOMN,"""دالة التغاير""",covariance function,دالة التغاير
304,A33S3NQJEHPOMN,نواة التغاير,covariance kernel,نواة التغاير
304,A33S3NQJEHPOMN,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,A33S3NQJEHPOMN,نموذج التباين المشترك,covariance model,نموذج التغاير
304,A5LL8EKITZLQ0,الاستدلال المضاد للحقائق,counterfactual reasoning,التفكير العكسي
304,A5LL8EKITZLQ0,"""دالة التغاير""",covariance function,دالة التغاير
304,A5LL8EKITZLQ0,نواة التغاير,covariance kernel,نواة التغاير
304,A5LL8EKITZLQ0,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,A5LL8EKITZLQ0,نموذج التباين المشترك,covariance model,نموذج التغاير
304,AMDP4QV7L82Q,الاستدلال المضاد للحقائق,counterfactual reasoning,التفكير المضاد للواقع
304,AMDP4QV7L82Q,"""دالة التغاير""",covariance function,دالة التغاير
304,AMDP4QV7L82Q,نواة التغاير,covariance kernel,نواة التغاير
304,AMDP4QV7L82Q,مصفوفة التغاير,covariance matrix,مصفوفة التغاير
304,AMDP4QV7L82Q,نموذج التباين المشترك,covariance model,نموذج التغاير
305,A155OW7UP21THF,عامل التباين المشترك,covariance operator,مشغل التباين
305,A155OW7UP21THF,معامل التباين المشترك,covariance parameter,معامل التباين
305,A155OW7UP21THF,هيكل التباين المشترك,covariance structure,بنية التباين
305,A155OW7UP21THF,المشتقة التعاقبية,covariant derivative,المشتق المتناظر
305,A155OW7UP21THF,متغير مشترك,covariate,المتغير المرافق
305,A1WPT6LLCRWMDY,عامل التباين المشترك,covariance operator,معامل التباين
305,A1WPT6LLCRWMDY,معامل التباين المشترك,covariance parameter,معامل التباين
305,A1WPT6LLCRWMDY,هيكل التباين المشترك,covariance structure,هيكل التباين
305,A1WPT6LLCRWMDY,المشتقة التعاقبية,covariant derivative,الاشتقاق التبادلي
305,A1WPT6LLCRWMDY,متغير مشترك,covariate,متغير مصاحب
305,A1YA58RRBN7NI4,عامل التباين المشترك,covariance operator,مشغل التباين
305,A1YA58RRBN7NI4,معامل التباين المشترك,covariance parameter,معامل التباين
305,A1YA58RRBN7NI4,هيكل التباين المشترك,covariance structure,هيكل التباين
305,A1YA58RRBN7NI4,المشتقة التعاقبية,covariant derivative,مشتق تبايني
305,A1YA58RRBN7NI4,متغير مشترك,covariate,متغير تفسيري
305,A2OTFVI83FT0QL,عامل التباين المشترك,covariance operator,مشغل التباين
305,A2OTFVI83FT0QL,معامل التباين المشترك,covariance parameter,معامل التباين
305,A2OTFVI83FT0QL,هيكل التباين المشترك,covariance structure,هيكل التباين
305,A2OTFVI83FT0QL,المشتقة التعاقبية,covariant derivative,المشتقة المتغايرة
305,A2OTFVI83FT0QL,متغير مشترك,covariate,متغير مرافق
305,A324P6L6O95TWM,عامل التباين المشترك,covariance operator,عامل التغاير
305,A324P6L6O95TWM,معامل التباين المشترك,covariance parameter,معلمات التغاير
305,A324P6L6O95TWM,هيكل التباين المشترك,covariance structure,هيكل التغاير
305,A324P6L6O95TWM,المشتقة التعاقبية,covariant derivative,الاشتقاق التغايري
305,A324P6L6O95TWM,متغير مشترك,covariate,المتغير المرافق
305,A33S3NQJEHPOMN,عامل التباين المشترك,covariance operator,مشغل التباين
305,A33S3NQJEHPOMN,معامل التباين المشترك,covariance parameter,معامل التباين
305,A33S3NQJEHPOMN,هيكل التباين المشترك,covariance structure,هيكل التباين
305,A33S3NQJEHPOMN,المشتقة التعاقبية,covariant derivative,المشتق التغايري
305,A33S3NQJEHPOMN,متغير مشترك,covariate,متغير مصاحب
305,A3A6RGC6U41CM5,عامل التباين المشترك,covariance operator,مؤثر التغاير
305,A3A6RGC6U41CM5,معامل التباين المشترك,covariance parameter,معامل التغاير
305,A3A6RGC6U41CM5,هيكل التباين المشترك,covariance structure,بنية التغاير
305,A3A6RGC6U41CM5,المشتقة التعاقبية,covariant derivative,المشتقة المتغايرة
305,A3A6RGC6U41CM5,متغير مشترك,covariate,المتغير المصاحب
305,A5LL8EKITZLQ0,عامل التباين المشترك,covariance operator,مؤثر التباين
305,A5LL8EKITZLQ0,معامل التباين المشترك,covariance parameter,معامل التباين
305,A5LL8EKITZLQ0,هيكل التباين المشترك,covariance structure,هيكل التباين
305,A5LL8EKITZLQ0,المشتقة التعاقبية,covariant derivative,مشتق متباين
305,A5LL8EKITZLQ0,متغير مشترك,covariate,متغير مصاحب
305,AMDP4QV7L82Q,عامل التباين المشترك,covariance operator,معامل التباين
305,AMDP4QV7L82Q,معامل التباين المشترك,covariance parameter,معامل التباين
305,AMDP4QV7L82Q,هيكل التباين المشترك,covariance structure,هيكل التباين
305,AMDP4QV7L82Q,المشتقة التعاقبية,covariant derivative,المشتق التبادلي
305,AMDP4QV7L82Q,متغير مشترك,covariate,متغير مصاحب
306,A155OW7UP21THF,تحول المتغيرات المصاحبة,covariate shift,تحول المتغيرات
306,A155OW7UP21THF,تخصيص الائتمان,credit assignment,تعيين الفضل
306,A155OW7UP21THF,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تعيين الفضل
306,A155OW7UP21THF,معيار,criterion,معيار
306,A155OW7UP21THF,ناقد,critic,الناقد
306,A1WPT6LLCRWMDY,تحول المتغيرات المصاحبة,covariate shift,تحويل المتغيرات
306,A1WPT6LLCRWMDY,تخصيص الائتمان,credit assignment,توزيع الفضل
306,A1WPT6LLCRWMDY,مشكلة توزيع الائتمان,credit assignment problem,مشكلة توزيع الفضل
306,A1WPT6LLCRWMDY,معيار,criterion,معيار
306,A1WPT6LLCRWMDY,ناقد,critic,ناقد
306,A1YA58RRBN7NI4,تحول المتغيرات المصاحبة,covariate shift,تغيير المرافق
306,A1YA58RRBN7NI4,تخصيص الائتمان,credit assignment,تعيين الفضل
306,A1YA58RRBN7NI4,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تعيين الفضل
306,A1YA58RRBN7NI4,معيار,criterion,معيار
306,A1YA58RRBN7NI4,ناقد,critic,الناقد
306,A2EWL3H4XVVGC1,تحول المتغيرات المصاحبة,covariate shift,تحول المتغيرات
306,A2EWL3H4XVVGC1,تخصيص الائتمان,credit assignment,تخصيص الفضل
306,A2EWL3H4XVVGC1,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تخصيص الفضل
306,A2EWL3H4XVVGC1,معيار,criterion,معيار
306,A2EWL3H4XVVGC1,ناقد,critic,ناقد
306,A2OTFVI83FT0QL,تحول المتغيرات المصاحبة,covariate shift,تحول المتغيرات المرافقة
306,A2OTFVI83FT0QL,تخصيص الائتمان,credit assignment,تخصيص الائتمان
306,A2OTFVI83FT0QL,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تخصيص الائتمان
306,A2OTFVI83FT0QL,معيار,criterion,معيار
306,A2OTFVI83FT0QL,ناقد,critic,الناقد
306,A33S3NQJEHPOMN,تحول المتغيرات المصاحبة,covariate shift,انزياح المتغيرات المشتركة
306,A33S3NQJEHPOMN,تخصيص الائتمان,credit assignment,تخصيص الائتمان
306,A33S3NQJEHPOMN,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تخصيص الائتمان
306,A33S3NQJEHPOMN,معيار,criterion,معيار
306,A33S3NQJEHPOMN,ناقد,critic,ناقد
306,A36CA3E5LT6I1P,تحول المتغيرات المصاحبة,covariate shift,انزياح المتغيرات
306,A36CA3E5LT6I1P,تخصيص الائتمان,credit assignment,تخصيص الائتمان
306,A36CA3E5LT6I1P,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تخصيص الائتمان
306,A36CA3E5LT6I1P,معيار,criterion,معيار
306,A36CA3E5LT6I1P,ناقد,critic,الناقد
306,A3A6RGC6U41CM5,تحول المتغيرات المصاحبة,covariate shift,تحول المتغير المشترك
306,A3A6RGC6U41CM5,تخصيص الائتمان,credit assignment,إسناد الفضل
306,A3A6RGC6U41CM5,مشكلة توزيع الائتمان,credit assignment problem,مشكلة إسناد الفضل
306,A3A6RGC6U41CM5,معيار,criterion,المعيار
306,A3A6RGC6U41CM5,ناقد,critic,الناقد
306,A5LL8EKITZLQ0,تحول المتغيرات المصاحبة,covariate shift,تحول التغاير
306,A5LL8EKITZLQ0,تخصيص الائتمان,credit assignment,تخصيص الائتمان
306,A5LL8EKITZLQ0,مشكلة توزيع الائتمان,credit assignment problem,مشكلة تخصيص الائتمان
306,A5LL8EKITZLQ0,معيار,criterion,معيار
306,A5LL8EKITZLQ0,ناقد,critic,الناقد
307,A155OW7UP21THF,خسارة الناقد,critic loss,خسارة الناقد
307,A155OW7UP21THF,شبكة النقد,critic network,شبكة الناقد
307,A155OW7UP21THF,انتباه متقاطع,cross attention,الانتباه المتبادل
307,A155OW7UP21THF,التقاطع الإنتروبي,cross entropy,الانتروبيا المتقاطعة
307,A155OW7UP21THF,خطأ الإنتروبيا المتقاطعة,cross entropy error,خطأ الانتروبيا المتقاطعة
307,A1WPT6LLCRWMDY,خسارة الناقد,critic loss,خسارة الناقد
