,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
38,coordinate descent algorithm,"[{'word': 'algorithme de descente de coordonnées', 'ratio': 0.8}, {'word': 'algorithme de descente de coordonnée', 'ratio': 0.1}, {'word': 'algorithme de descente par coordonnées', 'ratio': 0.1}]",algorithme de descente par coordonnées,algorithme de descente de coordonnées,"```
1. Candidate: algorithme de descente par coordonnées
2. Explanation: The term ""algorithme de descente par coordonnées"" is the best fit because it accurately captures the concept of ""coordinate descent"" in the context of optimization algorithms. In the AI domain, ""par"" (by) indicates the method of descent is performed along individual coordinates or dimensions, which aligns with the iterative process of optimizing one coordinate at a time. This translation maintains semantic accuracy and is consistent with the technical usage in both English and French, ensuring that the method's iterative and coordinate-specific nature is preserved in the translation.
```","['coordinate descent algorithm', 'coordinate descent algorithm', 'coordinate descent algorithm']"
39,covariate,"[{'word': 'covariable', 'ratio': 0.6}, {'word': 'covariée', 'ratio': 0.3}, {'word': 'covariables', 'ratio': 0.1}]",covariables,covariable,"```
1. Candidate: covariables
2. Explanation: The term ""covariables"" is the best translation candidate for ""covariate"" in the context of AI and statistical modeling. In both English and French, ""covariates"" or ""covariables"" refer to variables that are possibly predictive of the outcome under study. The plural form ""covariables"" aligns with the context provided, where multiple covariates are considered in generating treatment and estimating joint distributions. This term is commonly used in statistical and AI literature to describe variables that are accounted for in models to control for their effects, ensuring semantic accuracy and contextual fit in the AI domain.
```","['covariates', 'covariate', 'covariate']"
40,critic network,"[{'word': 'réseau critique', 'ratio': 0.6}, {'word': 'réseau du critique', 'ratio': 0.2}, {'word': 'Réseau critique', 'ratio': 0.1}, {'word': 'réseau de critique', 'ratio': 0.1}]",réseau du critique,réseau critique,"```
1. Candidate: ""réseau du critique""
2. Explanation: The term ""réseau du critique"" is the best fit because it accurately captures the role of the ""critic network"" in AI, which is to evaluate and provide feedback on the actions taken by the actor network. The use of ""du critique"" specifies the network's function as a critic, aligning with the AI domain's terminology where the critic network is responsible for assessing the policy's performance. The back translation ""critic's network"" maintains the intended meaning, ensuring semantic accuracy and contextual fit within the AI framework.
```","[""critic's network"", 'critical network', 'Critical Network', 'review network']"
41,cumulant generating function,"[{'word': 'fonction génératrice de cumulants', 'ratio': 0.6}, {'word': 'fonction génératrice des cumulants', 'ratio': 0.3}, {'word': 'fonction generatric cumulante', 'ratio': 0.1}]",fonction génératrice des cumulants,fonction génératrice de cumulants,"```
1. Candidate: fonction génératrice des cumulants
2. Explanation: The term ""fonction génératrice des cumulants"" is the most semantically accurate translation for ""cumulant generating function"" in the context of AI and statistics. This translation correctly captures the plural form ""cumulants,"" which is essential because the cumulant generating function is related to a series of cumulants, not just a single cumulant. The back translation to ""cumulant generating function"" confirms its accuracy and contextual fit, ensuring that the mathematical and statistical meaning is preserved in the AI domain.
```","['cumulant generating function', 'cumulant generating function', 'cumulative generatric function', 'cumulant generating function']"
42,datum clustering,"[{'word': 'regroupement de données', 'ratio': 0.6}, {'word': 'regroupement des données', 'ratio': 0.3}, {'word': 'clustering des données', 'ratio': 0.1}]",clustering des données,regroupement de données,"```
1. Candidate: ""clustering des données""
2. Explanation: The term ""clustering des données"" is the best fit because it directly translates to ""data clustering,"" maintaining the specific AI domain terminology. In the context of AI and machine learning, ""clustering"" is a well-established term that refers to the process of grouping a set of objects in such a way that objects in the same group (or cluster) are more similar to each other than to those in other groups. The use of ""clustering"" in French preserves the technical meaning and is widely understood in the AI community, ensuring semantic accuracy and contextual fit.
```","['data grouping', 'data grouping', 'data clustering']"
43,dependency parse tree,"[{'word': ""arbre d'analyse de dépendance"", 'ratio': 0.9}, {'word': 'arbre de parse de dépendance', 'ratio': 0.1}]",arbre d'analyse des dépendances,arbre d'analyse de dépendance,"```
1. Candidate: arbre d'analyse des dépendances
2. Explanation: The term ""arbre d'analyse des dépendances"" is the best fit because it accurately captures the concept of a ""dependency parse tree"" in the context of AI and computational linguistics. The use of ""analyse"" aligns with the process of parsing, and ""des dépendances"" correctly reflects the plural form, indicating multiple dependencies, which is typical in parsing structures. This candidate maintains semantic accuracy and contextual fit, ensuring that the translation is precise for domain-specific usage.
```","['dependency parse tree', 'dependency parse tree', 'dependency parse tree']"
44,directed graph,"[{'word': 'graphe dirigé', 'ratio': 0.7}, {'word': 'graphe orienté', 'ratio': 0.2}, {'word': 'Graphe orienté', 'ratio': 0.1}]",graphe orienté,graphe dirigé,"```
1. Candidate: graphe orienté
2. Explanation: ""Graphe orienté"" is the best fit for translating ""directed graph"" in the context of AI and graph theory. In French, ""graphe orienté"" is commonly used in academic and technical literature to describe graphs where edges have a direction, which aligns with the concept of a directed graph in English. The term ""graphe orienté"" accurately conveys the idea of directionality in the connections between nodes, which is crucial for understanding concepts like strongly connected components. Additionally, the back translation to ""directed graph"" confirms its semantic accuracy and contextual fit within the AI domain.
```","['directed graph', 'directed graph', 'Directed graph']"
45,document summarization,"[{'word': 'résumé de document', 'ratio': 0.5}, {'word': 'résumé de documents', 'ratio': 0.4}, {'word': 'Résumé de document', 'ratio': 0.1}]",résumé de documents,résumé de document,"```
1. Candidate: ""résumé de documents""
2. Explanation: ""Résumé de documents"" is the best translation candidate because it accurately captures the concept of summarizing multiple documents, which aligns with the context provided. In the AI domain, ""document summarization"" often refers to the process of condensing information from a collection of documents, not just a single one. The plural form ""documents"" ensures semantic accuracy and contextual fit, as it reflects the typical use case in AI where summarization models handle datasets consisting of numerous documents, such as the 21k documents mentioned in the context. Additionally, the back translation to ""document summary"" maintains the intended meaning without introducing ambiguity.
```","['document summary', 'document summary', 'document summary', 'Document Summary']"
46,edge feature,"[{'word': 'caractéristique de contour', 'ratio': 0.7}, {'word': 'caractéristiques de bord', 'ratio': 0.2}, {'word': 'caractéristiques de contour', 'ratio': 0.1}]",caractéristiques de bord,caractéristique de contour,"```
1. Candidate: caractéristiques de bord
2. Explanation: The term ""edge feature"" in the context of AI, particularly in graph-based models like S-RNN, refers to the attributes or properties associated with the edges connecting nodes in a graph. The candidate ""caractéristiques de bord"" directly translates to ""edge features,"" maintaining both the semantic meaning and the technical specificity required in AI terminology. This translation accurately reflects the concept of features or characteristics associated with the edges in a graph, which is crucial for understanding the interactions and relationships between nodes in AI models. The back translation also aligns perfectly with the original term, ensuring contextual fit and domain-specific accuracy.
```","['edge features', 'edge element', 'contour feature', 'outline features']"
47,event calculus,"[{'word': 'calcul des événements', 'ratio': 0.7}, {'word': ""calcul d'événements"", 'ratio': 0.2}, {'word': ""calcule d'événements"", 'ratio': 0.1}]",calcul d'événements,calcul des événements,"```
1. Candidate: ""calcul d'événements""

2. Explanation: ""Calcul d'événements"" is the best translation candidate because it accurately captures the concept of ""event calculus"" in the context of AI and logic programming. The term ""calculus"" in this context refers to a formal system or method for reasoning about events and their effects over time, which aligns with the use of ""calcul"" in French. The plural form ""événements"" is appropriate as it reflects the generality of the concept, which deals with multiple events and their interactions. The back translation ""calculation of events"" maintains the semantic integrity of the original term, ensuring contextual fit within the AI domain.
```","['event calculation', 'calculation of events', 'calculation of events', 'calculate events']"
48,expert demonstration,"[{'word': ""démonstration d'expert"", 'ratio': 0.7}, {'word': 'démonstration experte', 'ratio': 0.2}, {'word': 'démonstration par un expert', 'ratio': 0.1}]",démonstration experte,démonstration d'expert,"```
1. Candidate: démonstration experte
2. Explanation: ""Démonstration experte"" is the best fit for the translation of ""expert demonstration"" in the context of AI. This term accurately conveys the idea of a demonstration that is characterized by expertise, which is crucial in AI where demonstrations are often used to train models or infer policies. The term ""experte"" as an adjective directly modifies ""démonstration,"" emphasizing the quality and skill involved, which aligns well with the AI domain's focus on precision and expertise. Additionally, the back translation to ""expert demonstration"" maintains the original meaning, ensuring semantic accuracy and contextual fit.
```","['expert demonstration', 'expert demonstration', 'demonstration by an expert', 'expert demonstration']"
49,feasible set,"[{'word': 'ensemble réalisable', 'ratio': 0.8}, {'word': 'ensemble faisable', 'ratio': 0.2}]",ensemble faisable,ensemble réalisable,"```
1. Candidate: ensemble faisable
2. Explanation: In the context of optimization and mathematical programming, ""feasible set"" refers to the set of all possible points that satisfy the constraints of a problem. The term ""ensemble faisable"" is a direct and accurate translation that maintains the technical meaning in the AI and mathematical optimization domain. The back translation to ""feasible set"" confirms its semantic accuracy and contextual fit, ensuring that the original meaning is preserved. On the other hand, ""ensemble réalisable"" translates back to ""achievable set,"" which could imply a broader or different context, potentially leading to confusion in technical discussions.
```","['feasible set', 'achievable set']"
50,feature dimensionality,"[{'word': 'dimensionalité des caractéristiques', 'ratio': 0.6}, {'word': 'dimensionnalité des caractéristiques', 'ratio': 0.3}, {'word': 'dimensionnalite caracteristique', 'ratio': 0.1}]",dimensionnalité des caractéristiques,dimensionalité des caractéristiques,"```
1. Candidate: ""dimensionnalité des caractéristiques""
2. Explanation: The term ""dimensionnalité des caractéristiques"" is the best fit for translating ""feature dimensionality"" in the context of AI and machine learning. In this domain, ""feature"" often refers to the individual measurable properties or characteristics used in predictive models. The word ""caractéristiques"" accurately captures this meaning, as it directly translates to ""characteristics"" in English, which aligns with the concept of features in machine learning. Additionally, the back translation to ""feature dimensionality"" confirms the semantic accuracy and contextual fit, ensuring that the translation maintains the intended meaning within the AI domain.
```","['feature dimensionality', 'feature dimensionality', 'feature dimensionality', 'characteristic dimensionality']"
51,feature space,"[{'word': 'espace des caractéristiques', 'ratio': 0.9}, {'word': 'espace de caractéristiques', 'ratio': 0.1}]",espace de caractéristiques,espace des caractéristiques,"```
1. Candidate: espace de caractéristiques
2. Explanation: ""Espace de caractéristiques"" is the best translation for ""feature space"" in the context of AI and machine learning. In this domain, ""caractéristiques"" is commonly used to refer to ""features"" or ""attributes"" of data, which are the individual measurable properties or parameters. The term ""espace de caractéristiques"" accurately conveys the idea of a multi-dimensional space where each dimension represents a feature, aligning well with the technical usage in AI. The back translation to ""feature space"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice among the candidates.
```","['feature space', 'feature space', 'feature space']"
52,feed forward neural network,"[{'word': 'réseau de neurones à propagation avant', 'ratio': 0.5}, {'word': 'réseau de neurones à propagation directe', 'ratio': 0.2}, {'word': 'réseau neuronal à propagation directe', 'ratio': 0.1}, {'word': 'Réseau de neurones à propagation avant', 'ratio': 0.1}, {'word': 'réseau de neurones feed-forward', 'ratio': 0.1}]",réseau de neurones à propagation directe,réseau de neurones à propagation avant,"```
1. Candidate: ""réseau de neurones à propagation directe""

2. Explanation: The term ""réseau de neurones à propagation directe"" is the best fit for translating ""feed forward neural network"" in the context of AI. This candidate accurately captures the concept of a neural network where the connections between the nodes do not form cycles, which is a key characteristic of feed forward networks. The back translation ""forward propagation neural network"" aligns well with the original English term, ensuring semantic accuracy. Additionally, this term is commonly used in French AI literature, making it contextually appropriate for domain-specific usage.
```","['forward propagation neural network', 'Forward propagation neural network', 'feedback neural network', 'forward propagation neural network', 'forward propagation neural network', 'feed-forward neural network']"
53,first-order language,"[{'word': 'langage de premier ordre', 'ratio': 0.6}, {'word': 'langage du premier ordre', 'ratio': 0.3}, {'word': 'logique du premier ordre', 'ratio': 0.1}]",langage du premier ordre,langage de premier ordre,"```
1. Candidate: ""langage du premier ordre""
2. Explanation: The term ""first-order language"" in the context of AI and logic refers to a formal language used for internal representation, often associated with first-order logic. The candidate ""langage du premier ordre"" directly translates to ""first order language,"" maintaining the semantic accuracy and specificity required in the AI domain. It accurately reflects the concept of a language used for internal representation with logical structure, as opposed to ""logique du premier ordre,"" which translates to ""first order logic"" and focuses on the logical system rather than the language itself. ""Langage de premier ordre"" translates to ""first-class language,"" which does not fit the context of logical representation. Therefore, ""langage du premier ordre"" is the best fit for maintaining both the semantic and contextual integrity of the original term. 
```","['first order logic', 'first order language', 'first-class language']"
54,gating function,"[{'word': 'fonction de porte', 'ratio': 0.8}, {'word': 'fonction de régulation', 'ratio': 0.1}, {'word': 'fonction de gating', 'ratio': 0.1}]",fonction de gating,fonction de porte,"```
1. Candidate: ""fonction de gating""
2. Explanation: The term ""gating function"" in the context of AI and neural networks refers to a mechanism that controls the flow of information, often by using parameters to modulate the input data. The candidate ""fonction de gating"" retains the original English term ""gating,"" which is commonly used in the AI domain to describe such mechanisms. This choice avoids potential misinterpretations that could arise from translating ""gating"" into more general terms like ""regulation"" or ""trigger,"" which do not capture the specific technical meaning. Additionally, ""fonction de gating"" aligns well with the back translation, maintaining the original term and ensuring semantic accuracy and contextual fit within the AI field.
```","['regulation function', 'trigger function', 'door function', 'gating function']"
55,grammar induction,"[{'word': 'induction grammaticale', 'ratio': 0.7}, {'word': 'induction de grammaire', 'ratio': 0.3}]",induction de grammaire,induction grammaticale,"```
1. Candidate: induction de grammaire
2. Explanation: ""Induction de grammaire"" is the best translation for ""grammar induction"" in the context of AI and computational linguistics. This term accurately captures the process of deriving grammatical structures from data, which is central to the task of unsupervised learning of syntax. The back translation to ""grammar induction"" confirms its semantic accuracy and contextual fit. The other candidates, ""introduction à la grammaire"" and ""induction grammaticale,"" do not convey the same technical meaning. ""Introduction à la grammaire"" suggests a basic introduction rather than a computational process, while ""induction grammaticale"" could imply a broader or different grammatical process not specific to AI or computational linguistics.
```","['grammar induction', 'introduction to grammar', 'grammatical induction']"
56,grandparent dependency,"[{'word': 'dépendance grand-parent', 'ratio': 0.8}, {'word': 'dépendance de grand-parent', 'ratio': 0.2}]",dépendance de grand-parent,dépendance grand-parent,"```
1. Candidate: dépendance de grand-parent
2. Explanation: The term ""dépendance de grand-parent"" is the best fit for translating ""grandparent dependency"" in the context of AI and computational linguistics. This choice maintains the singular form, which aligns with the technical nature of the term, focusing on a specific type of dependency relation in parsing models. The use of ""de"" indicates a relationship or connection, which is semantically accurate for describing dependencies in a hierarchical structure. The back translation also accurately returns to ""grandparent dependency,"" ensuring contextual fit and precision in the AI domain.
```","['grandparent dependency', 'grandparent dependency', 'dependence of grandparents']"
57,graph kernel,"[{'word': 'noyau de graphes', 'ratio': 0.9}, {'word': 'noyau de graphe', 'ratio': 0.1}]",noyau de graphe,noyau de graphes,"```
1. Candidate: noyau de graphe
2. Explanation: The term ""graph kernel"" in the context of AI and machine learning refers to a function used to measure similarity between graphs. The candidate ""noyau de graphe"" is the best fit because it directly translates to ""graph kernel,"" maintaining the semantic meaning of the original term. The other candidates, ""noyau de graphes"" and ""noyau graphique,"" translate to ""graph core"" and ""graphics core,"" respectively, which do not accurately capture the concept of a kernel function used in graph-based machine learning tasks. ""Noyau de graphe"" is precise and contextually appropriate for the AI domain, ensuring both semantic accuracy and contextual fit in the translation.
```","['graph core', 'graphics core', 'graph core']"
58,group sparsity,"[{'word': 'parcimonie de groupe', 'ratio': 0.5}, {'word': 'sparsité de groupe', 'ratio': 0.3}, {'word': 'sparseur de groupe', 'ratio': 0.1}, {'word': 'parcimonie par groupes', 'ratio': 0.1}]",sparsité de groupe,parcimonie de groupe,"```
1. Candidate: ""sparsité de groupe""

2. Explanation: ""Sparsité de groupe"" is the best translation candidate because it directly translates to ""group sparsity,"" maintaining the technical term's integrity and meaning within the AI domain. In AI and machine learning, ""sparsity"" refers to the property of a model or data set where most elements are zero or insignificant, and ""group sparsity"" extends this concept to groups of elements. The term ""sparsité"" is widely used in French technical literature to describe this concept, ensuring semantic accuracy and contextual fit. The back translation ""group sparsity"" confirms that the original meaning is preserved, making it the most suitable choice for domain-specific usage.
```","['rarity of the group', 'group parsimony', 'group sparsity', 'parsimony by groups', 'group splitter']"
59,hidden dimensionality,"[{'word': 'dimensionalité cachée', 'ratio': 0.5}, {'word': 'dimensionnalité cachée', 'ratio': 0.4}, {'word': 'dimension cachée', 'ratio': 0.1}]",dimensionnalité cachée,dimensionalité cachée,"```
1. Candidate: ""dimensionnalité cachée""
2. Explanation: ""Dimensionnalité cachée"" is the best fit because it accurately captures the concept of ""hidden dimensionality"" in the context of AI and machine learning. The term ""dimensionnalité"" aligns with the technical usage in AI, where ""dimensionality"" refers to the number of features or components in a dataset or model. The back translation to ""hidden dimensionality"" confirms its semantic accuracy and contextual fit, ensuring that the technical meaning is preserved in both languages.
```","['hidden dimensionality', 'hidden dimension', 'hidden dimensionality']"
60,image processing,"[{'word': ""traitement d'image"", 'ratio': 1.0}]",traitement d'images,traitement d'image,"```
1. Candidate: traitement d'images
2. Explanation: The term ""traitement d'images"" is the best fit for the translation of ""image processing"" in the given context. In the AI and computer vision domain, ""traitement d'images"" is commonly used to refer to the processing of multiple images or image data in general, which aligns with the context provided. The context mentions the processing of images and video, which implies handling multiple images or frames, making ""traitement d'images"" semantically accurate. Additionally, the back translation to ""image processing"" maintains the intended meaning, ensuring contextual fit.
```","['image processing', 'image processing']"
61,image-to-image translation,"[{'word': ""traduction d'image à image"", 'ratio': 0.6}, {'word': 'traduction image-à-image', 'ratio': 0.2}, {'word': ""traduction d'image en image"", 'ratio': 0.1}, {'word': ""Traduction d'image à image"", 'ratio': 0.1}]",traduction d'image en image,traduction d'image à image,"```
1. Candidate: ""traduction d'image en image""

2. Explanation: The candidate ""traduction d'image en image"" is the best fit for the term ""image-to-image translation"" in the context of AI and machine learning. This translation accurately captures the process of transforming one image into another, which is a common task in AI involving neural networks that learn to map input images to output images. The use of ""en"" in French suggests a transformation or conversion, which aligns well with the concept of translating one image into another. Additionally, the back translation remains consistent with the original term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['Image to image translation', 'image to image translation', 'image to image translation', 'image-to-image translation']"
62,inlier,"[{'word': 'inlier', 'ratio': 0.7}, {'word': 'point conforme', 'ratio': 0.2}, {'word': ""point d'inclusion"", 'ratio': 0.1}]",point conforme,inlier,"```
1. Candidate: ""point conforme""
2. Explanation: In the context of AI and computer vision, ""inlier"" refers to data points that fit a model well, as opposed to ""outliers"" which do not. The term ""point conforme"" translates back to ""compliant point,"" which accurately captures the idea of data points conforming to a model or expectation. This aligns well with the AI domain-specific usage where distinguishing between inliers and outliers is crucial for tasks like feature matching and model fitting. The other candidates, ""inlier"" and ""point d'inclusion,"" do not convey the same level of semantic accuracy in this context. ""Inlier"" is simply a transliteration and lacks contextual adaptation, while ""point d'inclusion"" suggests inclusion in a set, which might not fully capture the notion of conformity to a model or expectation.
```","['inline', 'inclusion point', 'compliant point']"
63,instance selection,"[{'word': ""sélection d'instance"", 'ratio': 0.7}, {'word': ""sélection d'instances"", 'ratio': 0.2}, {'word': ""sélection d'exemples"", 'ratio': 0.1}]",sélection d'instances,sélection d'instance,"```
1. Candidate: ""sélection d'instances""
2. Explanation: ""Sélection d'instances"" is the best translation candidate because it maintains the technical specificity of the term ""instance selection"" within the AI domain. The term ""instance"" in machine learning and AI typically refers to individual data points or samples, and ""sélection d'instances"" directly translates to ""instance selection,"" preserving the intended meaning without introducing ambiguity. The back translation confirms this accuracy, as it returns to ""instance selection,"" ensuring semantic consistency and contextual fit in both languages.
```","['instance selection', 'selection of examples', 'instance selection']"
64,inter-annotator agreement,"[{'word': 'accord inter-annotateurs', 'ratio': 0.7}, {'word': 'accord entre annotateurs', 'ratio': 0.3}]",accord entre annotateurs,accord inter-annotateurs,"```
1. Candidate: accord entre annotateurs
2. Explanation: The term ""inter-annotator agreement"" refers to the level of agreement or consistency among different annotators when they are independently annotating or coding the same data. In the context of AI and data annotation, it is crucial to capture the idea of agreement between multiple individuals. The candidate ""accord entre annotateurs"" directly translates to ""agreement between annotators,"" which accurately conveys the concept of multiple annotators reaching a consensus. This translation maintains semantic accuracy and aligns well with the domain-specific usage, as it emphasizes the collaborative aspect of the annotation process, which is central to the concept of inter-annotator agreement.
```","['inter-annotator agreement', 'inter-annotator agreement', 'agreement between annotators']"
65,joint semantic space,"[{'word': 'espace sémantique joint', 'ratio': 0.7}, {'word': 'espace sémantique commun', 'ratio': 0.2}, {'word': 'espace sémantique conjoint', 'ratio': 0.1}]",espace sémantique commun,espace sémantique joint,"```
1. Candidate: espace sémantique commun
2. Explanation: The term ""espace sémantique commun"" is the best fit because, in the context of AI and machine learning, ""common"" often implies a shared or unified space where different modalities (like spoken utterances and images) are projected to find a common ground for comparison. While ""joint"" and ""conjoint"" can also mean combined or linked, ""commun"" more accurately conveys the idea of a shared space that is central to the concept of a joint semantic space in AI, where different data types are integrated for semantic understanding. Additionally, the back translation ""common semantic space"" maintains the intended meaning in the AI context, ensuring semantic accuracy and contextual fit.
```","['joint semantic space', 'common semantic space', 'joint semantic space']"
66,junction tree algorithm,"[{'word': ""algorithme de l'arbre de jonction"", 'ratio': 0.6}, {'word': ""algorithme d'arbre de jonction"", 'ratio': 0.4}]",algorithme d'arbre de jonction,algorithme de l'arbre de jonction,"```
1. Candidate: algorithme d'arbre de jonction
2. Explanation: The candidate ""algorithme d'arbre de jonction"" is the best fit because it directly translates to ""junction tree algorithm"" without adding unnecessary articles or altering the structure, maintaining the technical precision required in AI terminology. In the context of AI, where specific algorithms are often referred to by their established names, preserving the original structure and meaning is crucial for clarity and understanding. The back translation confirms that the semantic integrity of the term is maintained, making it the most accurate and contextually appropriate choice.
```","['junction tree algorithm', 'junction tree algorithm']"
67,kernel-based classification,"[{'word': 'classification basée sur le noyau', 'ratio': 0.7}, {'word': 'classification basée sur les noyaux', 'ratio': 0.3}]",classification basée sur les noyaux,classification basée sur le noyau,"```
1. Candidate: classification basée sur les noyaux
2. Explanation: The term ""kernel-based classification"" in the context of AI and machine learning often refers to methods that utilize multiple kernels, such as in support vector machines or other kernel methods. The plural form ""les noyaux"" captures this nuance better than the singular ""le noyau,"" which might imply a single kernel. This aligns with the context provided, where ""characteristic kernels"" suggests the use of multiple kernels, making ""classification basée sur les noyaux"" the more semantically accurate choice.
```","['kernel-based classification', 'kernel-based classification']"
68,label token,"[{'word': ""jeton d'étiquette"", 'ratio': 0.9}, {'word': 'jeton de label', 'ratio': 0.1}]",jeton de label,jeton d'étiquette,"```
1. Candidate: jeton de label
2. Explanation: The term ""label token"" in the context of AI, particularly in machine learning and natural language processing, refers to a specific type of token used to represent labels in a model. The candidate ""jeton de label"" directly translates back to ""label token,"" maintaining the original meaning and specificity of the term within the AI domain. The alternative ""jeton d'étiquette"" translates back to ""tag token,"" which could imply a broader or different concept not specific to the AI context. Therefore, ""jeton de label"" is the best fit for accurately conveying the intended meaning in the AI field.
```","['tag token', 'label token']"
69,landmark point,"[{'word': 'point de repère', 'ratio': 0.8}, {'word': 'point repère', 'ratio': 0.2}]",point repère,point de repère,"```
1. Candidate: point repère
2. Explanation: ""Point repère"" is the best fit for translating ""landmark point"" in the context of AI and shape analysis. In the domain of AI, particularly in computer vision and shape analysis, ""landmark points"" are specific points used to define the shape of an object. ""Point repère"" accurately captures this meaning, as it refers to a reference point used for orientation or measurement, which aligns well with the concept of identifying key points to represent shapes. The back translation to ""landmark"" also supports its semantic accuracy and contextual fit.
```","['landmark', 'landmark']"
70,large-margin learning,"[{'word': 'apprentissage à marge large', 'ratio': 0.8}, {'word': 'apprentissage à marges larges', 'ratio': 0.1}, {'word': 'apprentissage à grande marge', 'ratio': 0.1}]",apprentissage à grande marge,apprentissage à marge large,"```
1. Candidate: apprentissage à grande marge
2. Explanation: The term ""large-margin learning"" in AI refers to a class of algorithms that aim to find a decision boundary with the largest possible margin between different classes, such as in support vector machines. The candidate ""apprentissage à grande marge"" translates back to ""high margin learning,"" which closely aligns with the concept of maximizing the margin in machine learning. The use of ""grande"" (meaning ""large"" or ""great"") accurately captures the notion of maximizing or enlarging the margin, which is central to the concept. The other candidates, ""apprentissage à marge large"" and ""apprentissage à marges larges,"" translate back to ""wide margin learning,"" which could imply a broader or more general interpretation rather than the specific AI context of maximizing the margin. Therefore, ""apprentissage à grande marge"" is the best fit for domain-specific usage in AI.
```","['wide margin learning', 'high margin learning', 'wide margin learning']"
71,latent embedding,"[{'word': 'intégration latente', 'ratio': 0.5}, {'word': 'embedding latent', 'ratio': 0.4}, {'word': 'encodage latent', 'ratio': 0.1}]",encodage latent,intégration latente,"```
1. Candidate: ""encodage latent""
2. Explanation: ""Encodage latent"" is the best translation candidate because it accurately captures the concept of ""latent embedding"" in the context of AI and machine learning. In these fields, ""embedding"" often refers to a representation of data in a lower-dimensional space, which aligns well with the term ""encodage"" (encoding) in French. ""Encodage"" implies a transformation or representation process, which is semantically closer to the original English term than ""intégration"" (integration) or using ""embedding"" directly in French. The back translation ""latent encoding"" also maintains the intended meaning, ensuring contextual fit in AI terminology.
```","['latent integration', 'latent embedding', 'latent encoding']"
72,lexical item,"[{'word': 'élément lexical', 'ratio': 0.9}, {'word': 'unité lexicale', 'ratio': 0.1}]",unité lexicale,élément lexical,"```
1. Candidate: unité lexicale
2. Explanation: The term ""unité lexicale"" is the best fit for translating ""lexical item"" in the context of AI and linguistics. In the domain of natural language processing, ""unité lexicale"" is commonly used to refer to a basic unit of meaning or a word in a language, which aligns well with the concept of a ""lexical item"" as a fundamental component in language models and syntactic analysis. The back translation ""lexical unit"" maintains the semantic integrity of the original term, ensuring that the translation accurately reflects the intended meaning in both linguistic and AI contexts.
```","['lexical element', 'lexical unit']"
73,lexicon induction,"[{'word': 'induction de lexique', 'ratio': 0.5}, {'word': 'induction lexicale', 'ratio': 0.4}, {'word': 'Induction de lexique', 'ratio': 0.1}]",induction lexicale,induction de lexique,"```
1. Candidate: induction lexicale
2. Explanation: ""Induction lexicale"" is the best fit for translating ""lexicon induction"" in the context of AI. The term ""lexical"" directly relates to the study and use of words and vocabulary, which aligns with the AI domain's focus on language processing and understanding. This translation maintains semantic accuracy and is contextually appropriate, as it reflects the process of deriving or generating lexical items, which is a common task in natural language processing and computational linguistics. The back translation ""lexical induction"" also accurately reflects the original English term, ensuring consistency and clarity in the AI context.
```","['lexicon induction', 'lexicon induction', 'lexical induction', 'Lexicon induction']"
74,likelihood ratio test,"[{'word': 'test du rapport de vraisemblance', 'ratio': 0.8}, {'word': 'test de rapport de vraisemblance', 'ratio': 0.1}, {'word': 'Test de rapport de vraisemblance', 'ratio': 0.1}]",test de rapport de vraisemblance,test du rapport de vraisemblance,"```
1. Candidate: test de rapport de vraisemblance

2. Explanation: The candidate ""test de rapport de vraisemblance"" is the best fit for translating ""likelihood ratio test"" in the context of AI and statistical analysis. This translation is semantically accurate and widely accepted in French statistical literature. The term ""rapport de vraisemblance"" directly corresponds to ""likelihood ratio,"" maintaining the technical meaning essential for understanding statistical tests. Additionally, the lowercase usage aligns with standard French terminology conventions for statistical terms, ensuring consistency and clarity in professional and academic contexts.
```","['likelihood ratio test', 'Likelihood ratio test', 'likelihood ratio test']"
75,linear learning rate schedule,"[{'word': ""plan de taux d'apprentissage linéaire"", 'ratio': 0.7}, {'word': ""planification linéaire du taux d'apprentissage"", 'ratio': 0.3}]",calendrier de taux d'apprentissage linéaire,plan de taux d'apprentissage linéaire,"```
1. Candidate: ""calendrier de taux d'apprentissage linéaire""
2. Explanation: The term ""calendrier de taux d'apprentissage linéaire"" is the best fit because it directly translates to ""linear learning rate schedule,"" maintaining both the semantic meaning and the contextual fit within the AI domain. The term ""calendrier"" accurately conveys the idea of a schedule or timeline, which is crucial in the context of learning rate adjustments over time. This translation preserves the technical nuance of a structured, time-based adjustment process, which is essential for understanding optimization trajectories in machine learning.
```","['linear learning rate plan', 'linear learning rate planning', 'linear learning rate schedule']"
