,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
40,cluster size,"[{'word': '聚类大小', 'ratio': 0.8}, {'word': '聚类规模', 'ratio': 0.2}]",聚类规模,聚类大小,"```
1. Candidate: 聚类规模

2. Explanation: In the context of AI and data analysis, ""cluster size"" often refers to the scale or extent of a group of data points that are grouped together based on certain similarities. The term ""聚类规模"" (cluster scale) captures this notion of scale or extent more accurately than ""聚类大小"" or ""簇大小,"" which might imply a more literal or physical size. ""规模"" is often used in technical and scientific contexts to denote the magnitude or extent of something, making it a more suitable choice for conveying the concept of ""cluster size"" in AI terminology. Additionally, the back translation ""Cluster size"" aligns well with the original term, ensuring semantic accuracy and contextual fit.
```","['cluster size', 'Cluster size', 'cluster size']"
41,coarse-to-fine,"[{'word': '粗到细', 'ratio': 0.7777777777777778}, {'word': '从粗到细', 'ratio': 0.2222222222222222}]",从粗到细,粗到细,"```
1. Candidate: 从粗到细
2. Explanation: The term ""coarse-to-fine"" in the AI domain typically refers to a strategy or approach that starts with a broad, general analysis or processing and progressively refines it to a more detailed level. The candidate ""从粗到细"" directly translates to ""from coarse to fine,"" which accurately captures this hierarchical refinement process. This translation maintains the intended meaning and context of the original term, ensuring semantic accuracy and contextual fit in AI-related discussions.
```","['thick to fine', 'From coarse to fine', 'From thick to fine']"
42,compatibility graph,"[{'word': '兼容性图', 'ratio': 0.6666666666666666}, {'word': '兼容图', 'ratio': 0.3333333333333333}]",兼容图,兼容性图,"```
1. Candidate: 兼容图
2. Explanation: The term ""compatibility graph"" in the context of AI and graph theory refers to a graph where nodes represent entities (such as correspondences) and edges represent compatibility between these entities. The candidate ""兼容图"" directly translates to ""compatibility graph,"" which accurately captures the essence of the term without unnecessary embellishments. The back translation also returns as ""Compatibility diagram,"" which is semantically close to the original term. In contrast, ""兼容性图"" introduces the term ""性"" (nature or characteristic), which is not necessary in this context and could imply a broader or different meaning. Therefore, ""兼容图"" is more precise and contextually appropriate for AI domain-specific usage.
```","['Compatibility diagram', 'Compatibility diagram']"
43,competitive ratio,"[{'word': '竞争比率', 'ratio': 0.7777777777777778}, {'word': '竞争比', 'ratio': 0.2222222222222222}]",竞争比,竞争比率,"```
1. Candidate: 竞争比
2. Explanation: ""竞争比"" is the best translation for ""competitive ratio"" in the context of AI and algorithm analysis. In the AI domain, ""competitive ratio"" refers to a measure of the performance of an online algorithm compared to an optimal offline algorithm. The term ""竞争比"" directly translates to ""competition ratio,"" which accurately captures the essence of comparing performance or competitiveness. The term ""比"" (ratio) is more concise and commonly used in mathematical and algorithmic contexts, making it a better fit than ""比率,"" which can imply a broader or more general ratio not specific to competitive analysis. This choice ensures semantic accuracy and contextual fit within the AI domain.
```","['competition ratio', 'competition ratio']"
44,constrained decoding,"[{'word': '约束解码', 'ratio': 0.8888888888888888}, {'word': '受约束解码', 'ratio': 0.1111111111111111}]",受约束解码,约束解码,"```
1. Candidate: 受约束解码
2. Explanation: ""受约束解码"" is the best translation candidate because it directly translates to ""constrained decoding,"" maintaining the semantic accuracy and contextual fit within the AI domain. The term ""受约束"" (constrained) accurately reflects the process of imposing specific constraints during the decoding phase, which is a common technique in AI for ensuring that generated outputs adhere to predefined rules or structures. This aligns well with the context provided, where constraints are applied during the generation process, such as in beam-search or ensuring grammaticality. The back translation also matches the original term closely, ensuring consistency and clarity in both languages.
```","['Constraint decoding', 'constrained decoding', 'restricted decoding']"
45,contextualized word vector,"[{'word': '上下文化词向量', 'ratio': 0.7}, {'word': '上下文词向量', 'ratio': 0.3}]",语境化词向量,上下文化词向量,"```
1. Candidate: ""语境化词向量""
2. Explanation: The term ""contextualized word vector"" refers to word vectors that are generated by models like BERT, which take into account the context in which words appear. The candidate ""语境化词向量"" directly translates to ""contextualized word vectors,"" accurately capturing the notion of context-dependence inherent in these vectors. This translation is semantically precise and aligns well with the AI domain-specific usage, as it reflects the process of embedding words in a way that considers their surrounding context, which is crucial for tasks like parsing and understanding dependency structures. The back translation also retains the meaning, ensuring that the term is understood correctly in both languages.
```","['context word vector', 'contextualized word vectors', 'contextualized word vectors']"
46,convergence bound,"[{'word': '收敛界', 'ratio': 0.6666666666666666}, {'word': '收敛界限', 'ratio': 0.3333333333333333}]",收敛界限,收敛界,"```
1. Candidate: 收敛界限
2. Explanation: The term ""收敛界限"" is the best fit for ""convergence bound"" in the context of AI and machine learning. ""收敛"" accurately captures the concept of convergence, which is crucial in understanding how algorithms perform over iterations. ""界限"" translates to ""bound"" and is commonly used in mathematical and computational contexts to denote limits or constraints. This translation maintains semantic accuracy and aligns well with the technical usage in AI, where convergence bounds are often discussed in terms of their mathematical properties and implications for algorithm performance.
```","['convergence bound', 'convergence bound']"
47,convex,"[{'word': '凸的', 'ratio': 0.6}, {'word': '凸', 'ratio': 0.4}]",凸,凸的,"```
1. Candidate: ""凸""
2. Explanation: The term ""凸"" is the best translation for ""convex"" in the context of AI and mathematical optimization. In the domain of optimization and machine learning, ""凸"" is commonly used to describe functions or sets that have the property of convexity, which is crucial for ensuring certain mathematical properties like convergence and optimality. The back translation of ""凸"" to ""convex"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice for conveying the intended meaning in the given contexts.
```","['convex', 'convex']"
48,convex quadratic program,"[{'word': '凸二次规划', 'ratio': 0.7}, {'word': '凸二次规划问题', 'ratio': 0.2}, {'word': '凸二次优化问题', 'ratio': 0.1}]",凸二次规划问题,凸二次规划,"```
1. Candidate: 凸二次规划问题
2. Explanation: The term ""convex quadratic program"" in the context of AI and optimization refers to a specific type of mathematical optimization problem where the objective function is a convex quadratic function. The candidate ""凸二次规划问题"" translates to ""convex quadratic programming problem,"" which accurately captures both the mathematical and programming aspects of the term. This candidate maintains the domain-specific usage by emphasizing the programming aspect, which is crucial in AI contexts where such problems are often solved using computational algorithms. The back translation also aligns well with the original term, ensuring semantic accuracy and contextual fit.
```","['Convex quadratic optimization problem', 'Convex quadratic programming problem', 'convex quadratic programming']"
49,convolution operation,"[{'word': '卷积操作', 'ratio': 0.6666666666666666}, {'word': '卷积运算', 'ratio': 0.3333333333333333}]",卷积运算,卷积操作,"```
1. Candidate: 卷积运算
2. Explanation: ""卷积运算"" is the best fit for translating ""convolution operation"" in the context of AI and machine learning. In the AI domain, ""卷积运算"" is widely used to describe the mathematical operation applied in convolutional neural networks (CNNs), which involves the systematic application of a kernel or filter across an input map to produce a feature map. This term accurately captures the mathematical and computational nature of the operation, aligning well with the technical context provided. The back translation also matches perfectly, ensuring semantic accuracy and consistency.
```","['Convolution operation', 'convolution operation']"
50,coreference resolution system,"[{'word': '共指解析系统', 'ratio': 0.5}, {'word': '共指消解系统', 'ratio': 0.4}, {'word': '指代消解系统', 'ratio': 0.1}]",共指消解系统,共指解析系统,"```
1. Candidate: 共指消解系统
2. Explanation: The term ""coreference resolution system"" in the AI domain refers to a system that identifies when different expressions in a text refer to the same entity. The candidate ""共指消解系统"" directly translates to ""coreference resolution system,"" maintaining both the semantic meaning and technical accuracy. The term ""共指"" (coreference) accurately captures the concept of different expressions referring to the same entity, and ""消解"" (resolution) aligns with the process of resolving these references. This makes it the most suitable translation for the AI context, as it preserves the intended meaning and function of the system described in the original text.
```","['referential digestion system', 'coreference resolution system', 'coreference analysis system']"
51,counterfactual fairness,"[{'word': '反事实公平性', 'ratio': 0.5555555555555556}, {'word': '反事实公平', 'ratio': 0.4444444444444444}]",反事实公平,反事实公平性,"```
1. Candidate: 反事实公平
2. Explanation: The term ""反事实公平"" is the best fit for ""counterfactual fairness"" in the AI domain. In the context of AI and machine learning, ""counterfactual"" refers to hypothetical scenarios used to assess fairness by considering what would happen under different conditions. The term ""公平"" directly translates to ""fairness,"" which is semantically accurate and widely used in AI literature. The back translation of ""反事实公平"" is ""counterfactual fairness,"" which maintains the original meaning without unnecessary complexity. The simpler form ""反事实公平"" is more concise and aligns well with the technical language used in AI, making it more suitable for domain-specific usage.
```","['counterfactual fairness', 'counterfactual fairness']"
52,cycle inequality,"[{'word': '循环不等式', 'ratio': 0.8888888888888888}, {'word': '环路不等式', 'ratio': 0.1111111111111111}]",环路不等式,循环不等式,"```
1. Candidate: 环路不等式
2. Explanation: The term ""cycle inequality"" in the context of AI and optimization refers to inequalities related to cycles in graphs, particularly in the study of polytopes and optimization problems. ""环路不等式"" translates to ""loop inequality,"" which accurately captures the concept of cycles or loops in graph theory, a common context in AI and mathematical optimization. The back translation ""loop inequality"" aligns well with the original term, ensuring semantic accuracy and contextual fit within the domain-specific usage.
```","['circular inequality', 'loop inequality']"
53,davinci,"[{'word': '达芬奇', 'ratio': 0.9}, {'word': 'davinci', 'ratio': 0.1}]",davinci,达芬奇,"```
1. Candidate: ""davinci""
2. Explanation: In the context of AI, ""davinci"" refers to a specific model within the OpenAI GPT-3 series, known for its large size and advanced capabilities. Translating it as ""达芬奇"" (da Vinci) could lead to confusion, as it might be interpreted as a reference to the historical figure Leonardo da Vinci, rather than the AI model. Keeping the term ""davinci"" in its original form maintains clarity and accuracy, ensuring that it is recognized as the name of the AI model, which is crucial for domain-specific understanding.
```","['da Vinci', 'Big Vinci']"
54,deep network,"[{'word': '深度网络', 'ratio': 0.8}, {'word': '深度神经网络', 'ratio': 0.2}]",深度神经网络,深度网络,"```
1. Candidate: 深度神经网络
2. Explanation: The term ""deep network"" in the context of AI typically refers to a ""deep neural network,"" which is a type of artificial neural network with multiple layers between the input and output layers. The context provided involves complex tasks such as scene representation and high-resolution video processing, which are commonly associated with deep neural networks due to their ability to model intricate patterns and relationships in data. The candidate ""深度神经网络"" accurately captures this meaning, ensuring semantic accuracy and contextual fit within the AI domain. The back translation as ""deep neural network"" confirms its appropriateness, unlike ""深层网络"" which translates to ""deep web,"" a completely different concept, and ""深度网络"" which is less specific and might not fully convey the neural aspect critical in AI contexts.
```","['deep web', 'deep network', 'deep neural network']"
55,dependency tree,"[{'word': '依赖树', 'ratio': 0.625}, {'word': '依存树', 'ratio': 0.25}, {'word': '依存结构', 'ratio': 0.125}]",依存树,依赖树,"```
1. Candidate: 依存树
2. Explanation: The term ""依存树"" is the best translation for ""dependency tree"" in the context of AI and computational linguistics. This term is widely used in the field to describe the hierarchical structure that represents syntactic dependencies between words in a sentence. The back translation ""dependency tree"" matches the original term exactly, ensuring semantic accuracy. Additionally, ""依存树"" is a standard term in Chinese linguistic literature, making it the most contextually appropriate choice for conveying the concept of a dependency tree in AI-related discussions.
```","['dependency tree', 'dependency structure', 'dependency tree']"
56,deterministic baseline,"[{'word': '确定性基准', 'ratio': 0.8571428571428571}, {'word': '确定性基线', 'ratio': 0.14285714285714285}]",确定性基线,确定性基准,"```
1. Candidate: 确定性基线
2. Explanation: The term ""确定性基线"" is the best fit for ""deterministic baseline"" in the AI domain. In AI and machine learning, ""baseline"" often refers to a standard or reference point used for comparison. The word ""基线"" accurately captures this meaning, as it is commonly used in technical contexts to denote a reference line or standard. Additionally, the back translation of ""确定性基线"" is ""deterministic baseline,"" which matches the original term perfectly, ensuring semantic accuracy and contextual fit.
```","['deterministic baseline', 'deterministic baseline']"
57,dimensionality reduction,"[{'word': '维度减少', 'ratio': 0.5}, {'word': '降维技术', 'ratio': 0.25}, {'word': '降维', 'ratio': 0.25}]",降维,维度减少,"```
1. Candidate: 降维
2. Explanation: The term ""降维"" is the best fit for translating ""dimensionality reduction"" in the context of AI and machine learning. It is a widely accepted term in the Chinese AI community and accurately conveys the concept of reducing the number of random variables under consideration. Unlike ""降维技术,"" which implies a specific technology or method, ""降维"" is more general and aligns well with the context provided, where dimensionality reduction is discussed as a concept rather than a specific technique. Additionally, ""维度减少"" is less commonly used and may not capture the technical nuance as effectively as ""降维."" The back translation of ""降维"" directly matches ""dimensionality reduction,"" ensuring semantic accuracy and contextual fit.
```","['Dimensionality reduction technology', 'Dimensionality reduction', 'Dimensionality reduction']"
58,discriminator network,"[{'word': '判别网络', 'ratio': 0.5}, {'word': '判别器网络', 'ratio': 0.5}]",判别器网络,判别网络,"```
1. Candidate: 判别器网络
2. Explanation: ""判别器网络"" is the best translation for ""discriminator network"" in the context of AI, specifically within the framework of Generative Adversarial Networks (GANs). This term is widely used in Chinese academic and technical literature to refer to the network component in GANs that distinguishes between real and fake data. The term ""判别器"" directly translates to ""discriminator,"" which aligns with the function of the network in the GAN architecture. The back translation to ""discriminator network"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice for conveying the intended meaning in the AI domain.
```","['discriminator network', 'discriminator network', 'discriminative network']"
59,document-topic assignment,"[{'word': '文档主题分配', 'ratio': 0.5555555555555556}, {'word': '文档-主题分配', 'ratio': 0.4444444444444444}]",文档-主题分配,文档主题分配,"```
1. Candidate: ""文档-主题分配""
2. Explanation: The candidate ""文档-主题分配"" is the best fit because it maintains the structural integrity of the original English term ""document-topic assignment"" by clearly delineating the relationship between ""document"" and ""topic"" with a hyphen. This is important in the AI domain where precise relationships and structures are crucial for understanding model outputs. The back translation ""Document-Topic Assignment"" accurately reflects the original term, ensuring semantic accuracy and contextual fit within the AI terminology.
```","['Document-Topic Assignment', 'Document topic assignment']"
60,dropout probability,"[{'word': '丢弃概率', 'ratio': 0.7142857142857143}, {'word': '随机失活概率', 'ratio': 0.14285714285714285}, {'word': 'Dropout概率', 'ratio': 0.14285714285714285}]",Dropout概率,丢弃概率,"```
1. Candidate: ""Dropout概率""

2. Explanation: The term ""dropout"" in the context of AI and machine learning refers to a regularization technique used to prevent overfitting in neural networks by randomly setting a portion of the neurons to zero during training. The candidate ""Dropout概率"" retains the original English term ""Dropout,"" which is commonly used in the Chinese AI community, ensuring clarity and precision. This choice avoids potential confusion with unrelated terms like ""辍学概率"" (which literally means ""probability of dropping out of school"") and ""随机失活概率"" (which translates to ""random loss probability""). The back translation of ""Dropout概率"" is accurate, maintaining the technical meaning without introducing ambiguity, making it the best fit for domain-specific usage.
```","['Dropout probability', 'random loss probability', 'Dropout probability', 'Drop probability']"
61,dual objective,"[{'word': '对偶目标', 'ratio': 0.8888888888888888}, {'word': '对偶目标函数', 'ratio': 0.1111111111111111}]",对偶目标函数,对偶目标,"```
1. Candidate: 对偶目标函数
2. Explanation: The term ""dual objective"" in the context of AI and optimization typically refers to the dual objective function in mathematical optimization problems. The candidate ""对偶目标函数"" directly translates to ""dual objective function,"" which accurately captures the technical meaning in the context of optimization models like the DRO model mentioned. This translation maintains semantic accuracy and aligns well with domain-specific terminology, ensuring that the concept is correctly understood in both languages. The other candidates, ""对偶目标"" and ""双重目标,"" do not convey the specific technical meaning of an objective function in optimization, making ""对偶目标函数"" the most precise and contextually appropriate choice.
```","['Dual goal', 'dual goals', 'Dual objective function']"
62,empirical minimizer,"[{'word': '经验最小化器', 'ratio': 0.8333333333333334}, {'word': '经验极小化器', 'ratio': 0.16666666666666666}]",经验极小化器,经验最小化器,"```
1. Candidate: ""经验极小化器""
2. Explanation: The term ""empirical minimizer"" in the context of AI and machine learning refers to a method or algorithm that minimizes empirical risk, which is the average loss over a sample. The candidate ""经验极小化器"" translates back to ""Experience Minimizer,"" which aligns more closely with the concept of minimizing empirical risk. The use of ""极小化"" (extreme minimization) is more precise in the context of optimization and mathematical minimization, which is crucial in AI terminology. This makes it a better fit than ""经验最小化器,"" which translates to ""experience minimizer"" and may not convey the same level of precision in the context of optimization.
```","['experience minimizer', 'Experience Minimizer']"
63,extractive question answering,"[{'word': '提取式问答', 'ratio': 0.5}, {'word': '抽取式问答', 'ratio': 0.5}]",抽取式问答,提取式问答,"```
1. Candidate: 抽取式问答
2. Explanation: ""抽取式问答"" is the best translation candidate for ""extractive question answering"" in the AI domain. The term ""抽取"" is commonly used in the context of data extraction and information retrieval in Chinese, which aligns well with the task of identifying and extracting a specific span of text from a larger body of text. This makes it semantically accurate for the AI task described. Additionally, ""抽取"" conveys a more technical and precise action of extracting, which is crucial for maintaining the domain-specific meaning in AI applications. The back translation ""Extractive Q&A"" also accurately reflects the original English term, ensuring contextual fit.
```","['Extractive Q&A', 'Extractive Q&A']"
64,factor of variation,"[{'word': '变化因子', 'ratio': 0.5}, {'word': '变异因子', 'ratio': 0.4}, {'word': '变异因素', 'ratio': 0.1}]",变异因素,变化因子,"```
1. Candidate: 变异因素
2. Explanation: ""变异因素"" is the best translation for ""factor of variation"" in the context of AI and machine learning. This term accurately captures the concept of different elements or aspects that can vary and influence the outcome of a model, which is crucial in the process of disentangling these factors in neural representations. The term ""因素"" (factors) is more appropriate than ""因子"" (which can imply a more mathematical or statistical component) in this context, as it aligns with the broader and more abstract nature of variations in AI models. Additionally, the back translation ""Variation factors"" maintains the original meaning, ensuring semantic accuracy and contextual fit within the AI domain.
```","['variation factor', 'coefficient of variation', 'change factor', 'Variation factors']"
65,gold label,"[{'word': '黄金标签', 'ratio': 0.6666666666666666}, {'word': '金标准标签', 'ratio': 0.2222222222222222}, {'word': '标准标签', 'ratio': 0.1111111111111111}]",金标,黄金标签,"```
1. Candidate: 金标
2. Explanation: The term ""gold label"" in the AI domain typically refers to the correct or true label used for training and evaluating models. ""金标"" is a concise and widely accepted translation in the Chinese AI community that directly corresponds to ""gold label."" It maintains the semantic accuracy and is contextually appropriate, as it is commonly used to denote the true or correct labels in datasets. The back translation also aligns perfectly with the original term, ensuring clarity and precision in communication within the AI field.
```","['gold standard label', 'gold label', 'Standard label', 'gold label']"
66,graphlet kernel,"[{'word': '图元核', 'ratio': 0.5}, {'word': '图小元核', 'ratio': 0.125}, {'word': '图小体核', 'ratio': 0.125}, {'word': '图形单元核', 'ratio': 0.125}, {'word': '图形子结构核', 'ratio': 0.125}]",图小元核,图元核,"```
1. Candidate: 图小元核
2. Explanation: The term ""graphlet"" in the context of AI and graph theory refers to small, connected subgraphs within a larger graph. The candidate ""图小元核"" translates to ""graph small element core,"" which captures the essence of ""graphlet"" as a small component or element of a graph. The term ""元"" (element) is semantically appropriate for representing a basic unit or component, aligning well with the concept of a ""graphlet"" in AI. Additionally, the term ""核"" (kernel) is correctly used to denote a function or method in machine learning, maintaining the domain-specific usage. The back translation retains the core meaning, making it a suitable choice for the AI context.
```","['graph small element core', 'graphics substructure kernel', 'Tukey kernel', 'primitive core', 'graphics unit core', 'Figure body nucleus']"
67,greedy maximization,"[{'word': '贪婪最大化', 'ratio': 0.625}, {'word': '贪心最大化', 'ratio': 0.375}]",贪心最大化,贪婪最大化,"```
1. Candidate: 贪心最大化
2. Explanation: In the context of AI and optimization, ""greedy maximization"" refers to a strategy that makes the locally optimal choice at each stage with the hope of finding a global optimum. The term ""贪心"" (greedy) is more commonly used in Chinese technical literature to describe algorithms or strategies that follow this approach. ""贪婪"" also means greedy, but it carries a slightly more negative connotation and is less frequently used in technical contexts. Therefore, ""贪心最大化"" is the best fit as it aligns better with the domain-specific usage and is more likely to be understood correctly by Chinese-speaking professionals in the AI field.
```","['Greedy maximization', 'greedy maximization']"
68,greedy policy,"[{'word': '贪婪策略', 'ratio': 0.7}, {'word': '贪心策略', 'ratio': 0.2}, {'word': '贪婪搜索', 'ratio': 0.1}]",贪心策略,贪婪策略,"```
1. Candidate: 贪心策略
2. Explanation: The term ""greedy policy"" in the context of AI, particularly in reinforcement learning, refers to a policy that selects actions based on maximizing immediate rewards. The candidate ""贪心策略"" is the best fit because ""贪心"" directly translates to ""greedy"" in the context of decision-making or optimization, and ""策略"" accurately translates to ""policy"" in the context of strategies or plans of action. This translation maintains the semantic accuracy and aligns well with the domain-specific usage in AI, where ""策略"" is commonly used to describe policies in reinforcement learning. The back translation ""greedy strategy"" also fits well within the context, as ""strategy"" and ""policy"" are often used interchangeably in this domain.
```","['greedy search', 'greedy strategy', 'greed policy', 'greedy strategy']"
69,heatmap,"[{'word': '热图', 'ratio': 0.5714285714285714}, {'word': '热力图', 'ratio': 0.42857142857142855}]",热力图,热图,"```
1. Candidate: 热力图
2. Explanation: In the context of AI and data visualization, ""热力图"" is the more commonly used term in Chinese for ""heatmap."" It accurately conveys the idea of a graphical representation of data where individual values are represented by colors, which is essential in understanding AI model outputs and performance metrics. The back translation ""heat map"" aligns well with the original English term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['heat map', 'heat map']"
70,hidden state representation,"[{'word': '隐状态表示', 'ratio': 0.5}, {'word': '隐藏状态表示', 'ratio': 0.5}]",隐藏状态表示,隐状态表示,"```
1. Candidate: 隐藏状态表示
2. Explanation: The term ""隐藏状态表示"" is the best fit for ""hidden state representation"" in the context of AI, particularly in encoder-decoder architectures. The word ""隐藏"" accurately captures the notion of ""hidden"" in the context of neural networks, where it refers to the internal state that is not directly observable. This term is widely used in Chinese AI literature to describe the latent representations within models. The back translation also aligns perfectly with the original English term, ensuring semantic accuracy and contextual fit.
```","['hidden state representation', 'Hidden state representation']"
71,hierarchical reinforcement learning,"[{'word': '层次强化学习', 'ratio': 0.8888888888888888}, {'word': '分层强化学习', 'ratio': 0.1111111111111111}]",分层强化学习,层次强化学习,"```
1. Candidate: 分层强化学习
2. Explanation: ""分层强化学习"" is the best translation candidate because it accurately captures the concept of ""hierarchical"" in the context of AI and machine learning. The term ""分层"" (fēn céng) directly translates to ""layered"" or ""hierarchical,"" which aligns well with the idea of structuring reinforcement learning into different levels or layers. This is crucial in AI, where hierarchical structures are often used to manage complexity and improve learning efficiency. The back translation also matches perfectly with the original term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['Hierarchical reinforcement learning', 'hierarchical reinforcement learning']"
72,hierarchical structure,"[{'word': '层次结构', 'ratio': 0.8888888888888888}, {'word': '分层结构', 'ratio': 0.1111111111111111}]",分层结构,层次结构,"```
1. Candidate: 分层结构
2. Explanation: The term ""分层结构"" translates back to ""Hierarchical structure,"" which aligns more closely with the original English term. In the context of AI, ""hierarchical structure"" often refers to a layered or tiered approach to organizing data or processes, such as in neural networks or control systems. ""分层结构"" captures this layered concept accurately, whereas ""层次结构"" translates back to ""Hierarchy,"" which can imply a broader or more general organizational structure without the specific connotation of layers or levels that is crucial in AI contexts.
```","['Hierarchy', 'Hierarchical structure']"
73,histogram of oriented gradient,"[{'word': '方向梯度直方图', 'ratio': 0.9}, {'word': '定向梯度直方图', 'ratio': 0.1}]",定向梯度直方图,方向梯度直方图,"```
1. Candidate: 定向梯度直方图
2. Explanation: The term ""定向梯度直方图"" is a more precise translation for ""histogram of oriented gradient"" in the context of AI and computer vision. The word ""定向"" directly translates to ""oriented,"" which aligns well with the technical meaning of the term in AI, where gradients are specifically oriented in certain directions. This translation maintains the semantic integrity of the original term and is commonly used in Chinese academic and technical literature related to computer vision and image processing. The back translation also accurately reflects the original English term, ensuring contextual fit.
```","['Oriented gradient histogram', 'Oriented gradient histogram']"
74,importance sampling estimator,"[{'word': '重要性采样估计器', 'ratio': 0.6666666666666666}, {'word': '重要性抽样估计器', 'ratio': 0.3333333333333333}]",重要性抽样估计器,重要性采样估计器,"```
1. Candidate: 重要性抽样估计器
2. Explanation: The term ""importance sampling"" is commonly translated as ""重要性抽样"" in the context of AI and statistical methods. This translation aligns well with the standard terminology used in Chinese academic and technical literature. The back translation of ""重要性抽样估计器"" also accurately returns to ""importance sampling estimator,"" indicating a strong semantic and contextual fit. The use of ""抽样"" (sampling) is more precise in capturing the statistical method involved, as opposed to ""采样,"" which can be more general and less specific to the context of importance sampling in AI.
```","['importance sampling estimator', 'importance sampling estimator']"
75,instruction tuning,"[{'word': '指令微调', 'ratio': 0.6}, {'word': '指令调优', 'ratio': 0.4}]",指令调优,指令微调,"```
1. Candidate: 指令调优
2. Explanation: ""指令调优"" is the best translation for ""instruction tuning"" in the context of AI. The term ""调优"" (tuning) accurately captures the process of adjusting and optimizing instructions to improve performance, which is a common practice in AI model training. ""微调"" (fine-tuning) typically refers to a more specific process of refining a pre-trained model on a smaller dataset, which is not the primary focus here. The context provided emphasizes the diversity and effectiveness of instructions, aligning more closely with ""调优"" as it suggests a broader optimization process rather than just fine-tuning.
```","['Instruction tuning', 'Instruction fine-tuning']"
76,interest point,"[{'word': '兴趣点', 'ratio': 0.6666666666666666}, {'word': '特征点', 'ratio': 0.3333333333333333}]",特征点,兴趣点,"```
1. Candidate: 特征点
2. Explanation: The term ""interest point"" in the context of computer vision refers to specific points in an image that are used for tasks like feature matching and object recognition. ""特征点"" translates to ""feature points,"" which accurately captures the essence of these points being used as distinctive features for analysis. This term is widely used in the AI and computer vision community to describe points that are significant for processing and analysis, making it the best fit for domain-specific usage.
```","['points of interest', 'Feature points']"
77,internal regret,"[{'word': '内部遗憾', 'ratio': 0.7777777777777778}, {'word': '内部节点', 'ratio': 0.1111111111111111}, {'word': '内部后悔', 'ratio': 0.1111111111111111}]",内部后悔,内部遗憾,"```
1. Candidate: 内部后悔

2. Explanation: The term ""internal regret"" in the context of AI and game theory refers to a specific type of regret that is evaluated based on the decisions made within a strategy, as opposed to external regret which compares the strategy to an external benchmark. The candidate ""内部后悔"" directly translates to ""internal regret,"" maintaining the semantic meaning and technical specificity required in the AI domain. It accurately reflects the concept of regret associated with internal decision-making processes, making it the most contextually appropriate choice. The back translation also aligns well with the original term, ensuring consistency and clarity in communication within the field.
```","['internal node', 'Regret in my heart', 'internal regret', 'internal regret']"
78,intrinsic camera parameter,"[{'word': '内在相机参数', 'ratio': 0.6666666666666666}, {'word': '内部相机参数', 'ratio': 0.16666666666666666}, {'word': '相机内参数', 'ratio': 0.16666666666666666}]",相机内参数,内在相机参数,"```
1. Candidate: 相机内参数
2. Explanation: The term ""intrinsic camera parameter"" refers to the internal characteristics of a camera that affect how it captures images, such as focal length, optical center, and distortion coefficients. In the AI and computer vision domain, ""相机内参数"" is a widely accepted translation that accurately conveys the concept of parameters that are inherent to the camera's internal configuration. This translation is semantically accurate and aligns well with the technical usage in the context of 3D to 2D projection, as seen in the provided context. The back translation ""In-camera parameters"" also maintains the intended meaning, ensuring contextual fit.
```","['Internal camera parameters', 'In-camera parameters', 'Camera intrinsic parameters', 'intrinsic camera parameters']"
79,intrinsic image,"[{'word': '内在图像', 'ratio': 0.5555555555555556}, {'word': '本征图像', 'ratio': 0.2222222222222222}, {'word': '本质图像', 'ratio': 0.1111111111111111}, {'word': '内在意象', 'ratio': 0.1111111111111111}]",本质图像,内在图像,"```
1. Candidate: 本质图像
2. Explanation: The term ""intrinsic image"" in the context of AI and computer vision refers to a representation that separates an image into its fundamental components, such as reflectance and illumination. The candidate ""本质图像"" translates to ""essential image,"" which captures the idea of fundamental or inherent properties, aligning well with the concept of intrinsic images in AI. This translation maintains semantic accuracy and fits the domain-specific usage, as it conveys the notion of extracting essential characteristics from an image, which is crucial in understanding and processing visual data in AI systems.
```","['essential image', 'Eigenimage', 'inner image', 'inner image']"
80,k-d tree,"[{'word': 'k-d树', 'ratio': 0.7142857142857143}, {'word': 'k-d 树', 'ratio': 0.2857142857142857}]",k-d 树,k-d树,"```
1. Candidate: ""k-d 树""
2. Explanation: The candidate ""k-d 树"" is the best fit because it accurately retains the original term ""k-d tree"" in English while using the Chinese character ""树"" for ""tree,"" which is commonly used in the AI and computer science fields in Chinese literature. The use of ""k-d"" in its original form ensures that the term is easily recognizable to those familiar with the concept in both languages, maintaining semantic accuracy. Additionally, the back translation to ""k-d tree"" confirms that the meaning is preserved, making it contextually appropriate for discussions involving space partitioning techniques and the curse of dimensionality in AI.
```","['k-d tree', 'k-d tree']"
