,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
37,image-text pre-training,"[{'word': 'предварительное обучение на изображениях и текстах', 'ratio': 0.5}, {'word': 'предварительное обучение на основе изображений и текста', 'ratio': 0.2}, {'word': 'предварительное обучение на паре изображений и текста', 'ratio': 0.1}, {'word': 'предварительное обучение на паре изображение-текст', 'ratio': 0.1}, {'word': 'предтренировка на основе изображений и текста', 'ratio': 0.1}]",предварительное обучение на основе изображений и текста,предварительное обучение на изображениях и текстах,"```
1. Candidate: ""предварительное обучение на основе изображений и текста""
2. Explanation: This candidate is the best fit because it accurately captures the concept of ""pre-training"" in the context of AI, where models are trained on datasets that include both images and text. The phrase ""на основе"" (based on) effectively conveys the idea that the training process utilizes both images and text as foundational elements, aligning well with the original English term ""image-text pre-training."" Additionally, the back translation ""pre-training based on images and text"" maintains the intended meaning without introducing any ambiguity, ensuring semantic accuracy and contextual fit within the AI domain.
```","['preliminary training on image-text pair', 'pre-training based on images and text', 'pre-training on images and texts', 'pre-training image and text', 'pre-training on a pair of images and text', 'pre-workout based on images and text']"
38,indicator vector,"[{'word': 'вектор индикаторов', 'ratio': 0.8}, {'word': 'Индикаторный вектор', 'ratio': 0.1}, {'word': 'индикаторный вектор', 'ratio': 0.1}]",индикаторный вектор,вектор индикаторов,"```
1. Candidate: индикаторный вектор
2. Explanation: The term ""индикаторный вектор"" is the best fit for translating ""indicator vector"" in the context of AI and mathematical formulations. This choice maintains the semantic accuracy and aligns well with the domain-specific usage. In the context of AI, an ""indicator vector"" often refers to a vector used to represent certain states or conditions, such as partitions in a graph or constraints in optimization problems. The term ""индикаторный"" is an adjective form that directly modifies ""вектор,"" preserving the technical meaning and ensuring clarity in mathematical and AI-related contexts. Additionally, the back translation to ""indicator vector"" confirms its accuracy and appropriateness in the given context.
```","['indicator vector', 'indicator vector', 'Indicator vector', 'indicator vector']"
39,inference algorithm,"[{'word': 'алгоритм вывода', 'ratio': 0.8888888888888888}, {'word': 'алгоритм инференции', 'ratio': 0.1111111111111111}]",алгоритм инференции,алгоритм вывода,"```
1. Candidate: алгоритм инференции
2. Explanation: The term ""алгоритм инференции"" is the best fit for translating ""inference algorithm"" in the context of AI. In the AI domain, ""инференция"" is commonly used to refer to the process of drawing conclusions or making predictions based on a model, which aligns with the concept of inference in machine learning and probabilistic models. The back translation also accurately returns ""inference algorithm,"" indicating a strong semantic match. On the other hand, ""алгоритм вывода"" could be interpreted more broadly as ""output algorithm"" or ""deduction algorithm,"" which might not capture the specific AI-related connotation of ""inference"" as used in the context of machine learning and probabilistic reasoning.
```","['inference algorithm', 'inference algorithm']"
40,inference process,"[{'word': 'процесс вывода', 'ratio': 0.9}, {'word': 'Процесс вывода', 'ratio': 0.1}]",Процесс вывода,процесс вывода,"```
1. Candidate: Процесс вывода
2. Explanation: The term ""Процесс вывода"" is the best fit for translating ""inference process"" in the context of AI. In AI, ""inference"" refers to the process of deriving logical conclusions from available data, which aligns with the Russian term ""вывод"" meaning ""conclusion"" or ""deduction."" Although the back translation ""withdrawal process"" might seem misleading, in the AI domain, ""вывод"" is commonly used to describe the process of making inferences or predictions based on a model, making it semantically accurate for the given context.
```","['Withdrawal process', 'withdrawal process']"
41,influence diagram,"[{'word': 'диаграмма влияния', 'ratio': 0.8888888888888888}, {'word': 'Диаграмма влияния', 'ratio': 0.1111111111111111}]",Диаграмма влияния,диаграмма влияния,"```
1. Candidate: ""Диаграмма влияния""
2. Explanation: ""Диаграмма влияния"" is the best translation candidate because it accurately captures the concept of an ""influence diagram"" as used in decision theory and AI contexts. The term ""влияние"" directly translates to ""influence,"" maintaining the semantic integrity of the original term. Additionally, the back translation to ""Influence diagram"" confirms its accuracy and contextual fit, ensuring that the term is understood in the same way in both English and Russian within the AI domain. This translation is widely recognized in Russian literature on decision analysis and graphical models, making it the most appropriate choice for conveying the intended meaning in the context of AI and decision-theoretic policies.
```","['Influence diagram', 'influence diagram']"
42,information theoretic,"[{'word': 'информационно-теоретический', 'ratio': 0.8}, {'word': 'информационно-технический', 'ratio': 0.1}, {'word': 'теоретико-информационный', 'ratio': 0.1}]",теоретико-информационный,информационно-теоретический,"```
1. Candidate: теоретико-информационный
2. Explanation: The term ""information theoretic"" in the context of AI and machine learning often refers to concepts and methods derived from information theory, which is a mathematical framework for quantifying information. The candidate ""теоретико-информационный"" directly translates to ""information-theoretic,"" maintaining the semantic accuracy and domain-specific usage. It accurately reflects the theoretical aspect of information theory as applied in AI contexts, such as measuring information gain or contribution, which aligns with the examples provided. The back translation also confirms its fit, as it returns to ""information-theoretic,"" ensuring consistency and precision in the translation.
```","['information-theoretical', 'information technology', 'information-theoretic', 'information theory']"
43,infoset,"[{'word': 'информационный набор', 'ratio': 0.6}, {'word': 'инфосет', 'ratio': 0.3}, {'word': 'информационное множество', 'ratio': 0.1}]",информационное множество,информационный набор,"```
1. Candidate: ""информационное множество""
2. Explanation: The term ""информационное множество"" is the best fit for translating ""infoset"" in the context of game theory and AI. In the domain of game theory, an ""infoset"" refers to a set of game states that are indistinguishable to a player, which aligns with the concept of a ""set"" or ""множество"" in Russian. This translation maintains semantic accuracy and is commonly used in academic and technical literature related to game theory, ensuring that the term is understood correctly in the context of AI and strategic decision-making. The back translation to ""information set"" also confirms its appropriateness, as it closely matches the original English term and its intended meaning.
```","['information set', 'information set', 'infoset']"
44,interaction matrix,"[{'word': 'матрица взаимодействия', 'ratio': 0.8}, {'word': 'матрица взаимодействий', 'ratio': 0.2}]",матрица взаимодействий,матрица взаимодействия,"```
1. Candidate: матрица взаимодействий
2. Explanation: The term ""матрица взаимодействий"" is the best fit for translating ""interaction matrix"" in the context of AI and machine learning. In Russian, ""взаимодействий"" is the plural form, which accurately reflects the multiple interactions between users and items in a bipartite graph, as described in the context. This plural form captures the essence of the matrix being composed of numerous interactions, aligning well with the domain-specific usage where multiple user-item interactions are considered. The back translation to ""interaction matrix"" confirms its semantic accuracy and contextual fit.
```","['interaction matrix', 'interaction matrix']"
45,lambda calculus,"[{'word': 'λ-исчисление', 'ratio': 0.6}, {'word': 'лямбда-исчисление', 'ratio': 0.2}, {'word': 'исчисление λ', 'ratio': 0.1}, {'word': 'ламбда-исчисление', 'ratio': 0.1}]",лямбда-исчисление,λ-исчисление,"```
1. Candidate: ""лямбда-исчисление""
2. Explanation: ""лямбда-исчисление"" is the best translation candidate because it directly translates to ""lambda calculus"" and is widely recognized in Russian academic and technical literature related to computer science and mathematical logic. This term maintains the semantic accuracy and is commonly used in the AI domain to refer to the formal system in mathematical logic and computer science for expressing computation based on function abstraction and application. The back translation also accurately returns to ""lambda calculus,"" ensuring contextual fit and consistency with the original English term.
```","['lambda calculus', 'calculus λ', 'λ-calculus', 'lambda calculus']"
46,linear discriminant analysis,"[{'word': 'линейный дискриминантный анализ', 'ratio': 0.9}, {'word': 'Линейный дискриминантный анализ', 'ratio': 0.1}]",Линейный дискриминантный анализ,линейный дискриминантный анализ,"```
1. Candidate: Линейный дискриминантный анализ
2. Explanation: The candidate ""Линейный дискриминантный анализ"" is the best fit because it is the standard translation for ""linear discriminant analysis"" in Russian, widely used in academic and professional contexts within the AI and statistical domains. The back translation perfectly matches the original English term, ensuring semantic accuracy and contextual fit. This term is well-recognized in the field and accurately conveys the concept of projecting data onto dimensions that best separate different classes, as described in the provided context.
```","['Linear discriminant analysis', 'linear discriminant analysis']"
47,multi-layer perceptron,"[{'word': 'многослойный перцептрон', 'ratio': 0.9}, {'word': 'Многослойный перцептрон', 'ratio': 0.1}]",Многослойный перцептрон,многослойный перцептрон,"```
1. Candidate: Многослойный перцептрон

2. Explanation: The term ""Многослойный перцептрон"" is the best translation for ""multi-layer perceptron"" in the context of AI and machine learning. This translation is widely accepted and used in Russian technical literature and accurately conveys the concept of a neural network model consisting of multiple layers of nodes. The back translation ""Multilayer Perceptron"" confirms the semantic accuracy and consistency with the original English term. Additionally, the use of ""Многослойный перцептрон"" aligns with the domain-specific terminology, ensuring that it is understood correctly by Russian-speaking professionals in the field of AI.
```","['Multilayer Perceptron', 'multilayer perceptron']"
48,multi-modal learning,"[{'word': 'многомодальное обучение', 'ratio': 0.6666666666666666}, {'word': 'мультимодальное обучение', 'ratio': 0.2222222222222222}, {'word': 'Много-модальное обучение', 'ratio': 0.1111111111111111}]",мультимодальное обучение,многомодальное обучение,"```
1. Candidate: ""мультимодальное обучение""
2. Explanation: The term ""мультимодальное обучение"" is the best fit for translating ""multi-modal learning"" in the context of AI. This translation is semantically accurate and widely accepted in the Russian AI community. It captures the essence of integrating multiple modes of data (such as text, image, and audio) in learning processes, which is a key aspect of multi-modal learning. The back translation to ""multimodal learning"" confirms its contextual fit and accuracy, ensuring that the original meaning is preserved. Additionally, this term aligns with established terminology used in Russian academic and technical literature on AI.
```","['multimodal learning', 'Multi-modal learning', 'multimodal learning']"
49,multivariate time series,"[{'word': 'многомерный временной ряд', 'ratio': 0.5}, {'word': 'Многомерный временной ряд', 'ratio': 0.2}, {'word': 'multivariate time series многомерный временной ряд', 'ratio': 0.1}, {'word': 'многомерные временные ряды', 'ratio': 0.1}, {'word': 'контролируемая донастройка', 'ratio': 0.1}]",многомерные временные ряды,многомерный временной ряд,"```
1. Candidate: ""многомерные временные ряды""
2. Explanation: The term ""многомерные временные ряды"" is the best fit for translating ""multivariate time series"" in the context of AI and data analysis. This candidate accurately captures the concept of multiple variables being observed over time, which is essential in the context of time series analysis. The plural form ""ряды"" aligns with the English term ""series,"" which is typically used in the plural when referring to data sets involving multiple variables. The back translation also confirms the semantic accuracy, as it directly translates back to ""multivariate time series,"" ensuring contextual fit and domain-specific usage.
```","['multivariate time series', 'multivariate time series', 'controlled adjustment', 'Multivariate time series', 'multivariate time series']"
50,online learning algorithm,"[{'word': 'алгоритм онлайн-обучения', 'ratio': 0.6666666666666666}, {'word': 'Алгоритм онлайн-обучения', 'ratio': 0.2222222222222222}, {'word': 'online learning algorithm - алгоритм онлайн-обучения', 'ratio': 0.1111111111111111}]",Алгоритм онлайн-обучения,алгоритм онлайн-обучения,"```
1. Candidate: ""Алгоритм онлайн-обучения""

2. Explanation: The candidate ""Алгоритм онлайн-обучения"" is the best fit because it directly translates to ""online learning algorithm"" without any loss of meaning or context. In the AI domain, ""online learning"" refers to algorithms that update their model incrementally as new data becomes available, rather than being trained on a fixed dataset. The term ""онлайн-обучения"" accurately captures this concept in Russian, maintaining the semantic integrity of the original English term. Additionally, the back translation confirms that the meaning is preserved, ensuring contextual fit in both languages.
```","['Online learning algorithm', 'online learning algorithm - online learning algorithm', 'online learning algorithm']"
51,orthographic camera model,"[{'word': 'ортографическая камера', 'ratio': 0.5555555555555556}, {'word': 'ортографическая модель камеры', 'ratio': 0.3333333333333333}, {'word': 'ортографическая камера модель', 'ratio': 0.1111111111111111}]",ортографическая модель камеры,ортографическая камера,"```
1. Candidate: ""ортографическая модель камеры""
2. Explanation: The term ""ортографическая модель камеры"" is the best fit because it accurately captures the concept of an ""orthographic camera model"" in the context of AI and computer vision. The term ""ортографическая"" correctly translates ""orthographic,"" which refers to a type of projection used in computer graphics where objects are represented without perspective distortion. The word ""модель"" translates to ""model,"" maintaining the technical aspect of the term. This candidate also aligns well with the back translation, ensuring semantic accuracy and contextual fit within the AI domain.
```","['orthographic camera model', 'orthogonal camera model', 'orthographic camera', 'orthographic camera model']"
52,partition,"[{'word': 'разбиение', 'ratio': 0.8}, {'word': 'Разбиение', 'ratio': 0.2}]",Разбиение,разбиение,"```
1. Candidate: Разбиение
2. Explanation: The term ""разбиение"" is the best fit for translating ""partition"" in the context of AI and graph theory. In this domain, ""partition"" refers to dividing a set, such as nodes in a graph, into distinct subsets. ""Разбиение"" accurately captures this meaning, as it is commonly used in mathematical and computational contexts to describe the division of a set into parts. The back translation ""partition"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice for AI terminology.
```","['Splitting', 'chapter', 'partition']"
53,perceptual loss,"[{'word': 'перцептивные потери', 'ratio': 0.6}, {'word': 'перцептивная потеря', 'ratio': 0.2}, {'word': 'перцептивная ошибка', 'ratio': 0.1}, {'word': 'Перцептивные потери', 'ratio': 0.1}]",перцептивная ошибка,перцептивные потери,"```
1. Candidate: ""перцептивная ошибка""
2. Explanation: In the context of AI and machine learning, ""perceptual loss"" refers to a type of loss function used to measure the difference between high-level features of images, often used in tasks like image reconstruction or style transfer. The term ""перцептивная ошибка"" (perceptual error) captures the essence of this concept more accurately than the other candidates. ""Ошибка"" (error) aligns well with the notion of a loss function, which is essentially an error metric used to guide the optimization process. The other candidates, such as ""перцептивная потеря"" (perceptual loss) and ""потеря восприятия"" (loss of perception), do not convey the technical nuance of a loss function as effectively. Additionally, ""перцептивные потери"" (perceptual losses) is plural, which does not match the singular form used in the context provided. Therefore, ""перцептивная ошибка"" is the best fit for accurately conveying the AI domain-specific usage of ""perceptual loss.""
```","['perceptual loss', 'loss of perception', 'perceptual error', 'Perceptual losses', 'perceptual losses']"
54,pre-training task,"[{'word': 'задача предварительного обучения', 'ratio': 0.5}, {'word': 'задача предобучения', 'ratio': 0.4}, {'word': 'Задача предварительного обучения', 'ratio': 0.1}]",задача предобучения,задача предварительного обучения,"```
1. Candidate: ""задача предобучения""
2. Explanation: The term ""задача предобучения"" is the best fit because it directly translates to ""pretraining task,"" which accurately reflects the AI domain-specific usage. The term ""предобучение"" is widely used in the context of machine learning and AI to describe the process of training a model on a large dataset before fine-tuning it on a specific task. This candidate maintains both semantic accuracy and contextual fit, as evidenced by the back translation aligning perfectly with the original English term.
```","['pretraining task', 'pre-workout task', 'Pre-learning task', 'pre-learning task']"
55,primitive,"[{'word': 'примитив', 'ratio': 0.9}, {'word': 'Примитив', 'ratio': 0.1}]",Примитив,примитив,"```
1. Candidate: ""Примитив""
2. Explanation: The term ""Примитив"" is the best fit for translating ""primitive"" in the given AI context. In computer graphics and AI, ""primitive"" often refers to basic geometric shapes or fundamental elements used in modeling and simulations. The context provided discusses geometric modeling and action spaces, where ""Примитив"" accurately conveys the idea of basic building blocks or fundamental units. This term maintains semantic accuracy and aligns well with domain-specific usage, ensuring that the translation is both contextually appropriate and technically precise.
```","['Primitive', 'primitive', 'primitive']"
56,probabilistic inference,"[{'word': 'вероятностное вывод', 'ratio': 0.7}, {'word': 'вероятностное заключение', 'ratio': 0.1}, {'word': 'дерево зависимостей', 'ratio': 0.1}, {'word': 'вероятностное выведение', 'ratio': 0.1}]",вероятностное выведение,вероятностное вывод,"```
1. Candidate: вероятностное выведение
2. Explanation: The term ""вероятностное выведение"" is the best fit for ""probabilistic inference"" in the context of AI and machine learning. This translation accurately captures the process of drawing conclusions based on probability, which is central to probabilistic inference methods used in algorithms like Markov random fields and belief propagation. The back translation also aligns well with the original English term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['probabilistic inference', 'probabilistic inference', 'probabilistic conclusion', 'probabilistic inference', 'dependency tree']"
57,prototype embedding,"[{'word': 'встраивание прототипа', 'ratio': 0.8}, {'word': 'встраивание прототипов', 'ratio': 0.2}]",встраивание прототипов,встраивание прототипа,"```
1. Candidate: ""встраивание прототипов""
2. Explanation: The term ""prototype embedding"" in the AI context refers to the process of integrating or representing prototypes within a model's feature space. The candidate ""встраивание прототипов"" accurately captures this meaning by using ""встраивание,"" which translates to ""embedding"" in the sense of integrating or incorporating. Additionally, ""прототипов"" is the plural form, aligning with the context where multiple prototypes are updated during training. This candidate maintains semantic accuracy and contextual fit, as confirmed by the back translation ""embedding prototypes,"" which closely matches the original English term.
```","['implementation of the prototype', 'embedding a prototype', 'embedding prototypes']"
58,recommendation system,"[{'word': 'система рекомендаций', 'ratio': 0.7}, {'word': 'рекомендательная система', 'ratio': 0.2}, {'word': 'Система рекомендаций', 'ratio': 0.1}]",рекомендательная система,система рекомендаций,"```
1. Candidate: ""рекомендательная система""
2. Explanation: The term ""рекомендательная система"" is the most semantically accurate and contextually appropriate translation for ""recommendation system"" in the AI domain. This term is widely used in Russian technical literature and aligns well with the English term's meaning, referring to systems that provide personalized suggestions based on user data. The back translation also accurately reflects the original term, ensuring consistency and clarity in both languages. Additionally, ""рекомендательная система"" is commonly used in discussions about algorithms and machine learning, making it the best fit for the given context.
```","['recommendation system', 'recommendation system', 'Recommendation system']"
59,softmax activation,"[{'word': 'активация софтмакс', 'ratio': 0.6666666666666666}, {'word': 'софтмакс активация', 'ratio': 0.1111111111111111}, {'word': 'Активация софтмакс', 'ratio': 0.1111111111111111}, {'word': 'Активация softmax', 'ratio': 0.1111111111111111}]",активация softmax,активация софтмакс,"```
1. Candidate: ""активация softmax""

2. Explanation: The candidate ""активация softmax"" is the best fit for translating ""softmax activation"" in the context of AI terminology. This choice maintains the original English term ""softmax"" in its transliterated form, which is common practice in Russian technical language to preserve the specificity and recognizability of established AI terms. The use of ""активация"" accurately translates ""activation,"" ensuring semantic accuracy. Additionally, the back translation perfectly matches the original term, confirming its contextual fit and correctness in the AI domain.
```","['Softmax activation', 'softmax activation', 'Softmax activation', 'softmax activation', 'softmax activation']"
60,softmax activation function,"[{'word': 'функция активации софтмакс', 'ratio': 0.7777777777777778}, {'word': 'Функция активации софтмакс', 'ratio': 0.1111111111111111}, {'word': 'Функция активации softmax', 'ratio': 0.1111111111111111}]",Функция активации softmax,функция активации софтмакс,"```
1. Candidate: ""Функция активации softmax""
2. Explanation: The candidate ""Функция активации softmax"" is the best fit because it maintains the original English term ""softmax"" in Latin script, which is a common practice in Russian technical literature to preserve the precise meaning and recognition of specialized terms. This approach ensures semantic accuracy and consistency with international AI terminology, facilitating better understanding among professionals familiar with the term in its original form. Additionally, the back translation perfectly matches the original English term, indicating a high level of contextual fit and accuracy.
```","['softmax activation function', 'softmax activation function', 'Softmax activation function', 'softmax activation function']"
61,spectral learning,"[{'word': 'спектральное обучение', 'ratio': 0.8}, {'word': 'Спектральное обучение', 'ratio': 0.2}]",Спектральное обучение,спектральное обучение,"```
1. Candidate: Спектральное обучение
2. Explanation: The term ""спектральное обучение"" is the best fit for translating ""spectral learning"" in the context of AI and machine learning. In the AI domain, ""spectral learning"" refers to methods that utilize spectral properties of matrices, such as eigenvalues and eigenvectors, to learn hidden structures or patterns in data. The Russian term ""спектральное обучение"" accurately captures this concept, as ""спектральное"" directly relates to spectral properties, and ""обучение"" means learning or training. The back translation ""spectral training"" is semantically close to the original term, maintaining the focus on the spectral aspect of the learning process, which is crucial for understanding the method's application in AI contexts.
```","['Spectral training', 'spectral training']"
62,stochastic differential equation,"[{'word': 'стохастическое дифференциальное уравнение', 'ratio': 0.8}, {'word': 'стоахастическое дифференциальное уравнение', 'ratio': 0.1}, {'word': 'Стохастическое дифференциальное уравнение', 'ratio': 0.1}]",Стохастическое дифференциальное уравнение,стохастическое дифференциальное уравнение,"```
1. Candidate: ""Стохастическое дифференциальное уравнение""
2. Explanation: The candidate ""Стохастическое дифференциальное уравнение"" is the best fit because it accurately translates the English term ""stochastic differential equation"" into Russian, maintaining both the semantic meaning and the technical specificity required in the AI domain. The term ""Стохастическое"" correctly conveys the concept of randomness or probability inherent in ""stochastic,"" and ""дифференциальное уравнение"" is the standard translation for ""differential equation,"" which is widely recognized in mathematical and scientific literature. This translation is consistent with the terminology used in Russian academic and technical contexts, ensuring clarity and precision in discussions related to stochastic processes and differential equations in AI research.
```","['Stochastic differential equation', 'stochastic differential equation', 'stochastic differential equation']"
63,super-resolution,"[{'word': 'суперразрешение', 'ratio': 0.8}, {'word': 'super-resolution - сверхразрешение', 'ratio': 0.1}, {'word': 'Суперразрешение', 'ratio': 0.1}]",сверхразрешение,суперразрешение,"```
1. Candidate: ""сверхразрешение""

2. Explanation: The term ""сверхразрешение"" is the best fit for translating ""super-resolution"" in the context of AI and image processing. In Russian, ""сверхразрешение"" is commonly used in technical and scientific literature to describe the process of enhancing the resolution of an image beyond its original capabilities, which aligns with the AI domain-specific usage. This term accurately conveys the concept of improving image fidelity and detail, as described in the provided context. Additionally, the back translation ""super resolution"" maintains the original meaning, ensuring semantic accuracy and contextual fit.
```","['super resolution', 'super-resolution - super resolution', 'Super resolution', 'super resolution']"
64,syntax,"[{'word': 'синтаксис', 'ratio': 0.7}, {'word': 'Синтаксис', 'ratio': 0.3}]",Синтаксис,синтаксис,"```
1. Candidate: ""Синтаксис""
2. Explanation: The term ""Синтаксис"" is the most semantically accurate translation for ""syntax"" in the context of AI and NLP. In both provided contexts, ""syntax"" refers to the structural rules governing the arrangement of words and phrases in sentences, which is a fundamental concept in natural language processing and computational linguistics. The Russian term ""Синтаксис"" directly corresponds to this meaning, maintaining the technical and domain-specific usage. The back translation to ""Syntax"" confirms its accuracy and appropriateness in the AI domain, ensuring that the term retains its intended meaning without introducing ambiguity.
```","['Syntax', 'syntax']"
65,temporal locality,"[{'word': 'временная локальность', 'ratio': 0.9}, {'word': 'Временная локальность', 'ratio': 0.1}]",Временная локальность,временная локальность,"```
1. Candidate: ""Временная локальность""
2. Explanation: The term ""temporal locality"" in the context of computer science and AI refers to the concept where recently accessed data is likely to be accessed again in the near future. The candidate ""Временная локальность"" is the best fit because it directly translates to ""Temporal locality,"" maintaining the technical meaning and context. The other candidates, ""временная местность"" and ""temporary terrain,"" do not capture the intended technical concept and instead suggest a geographical or non-technical interpretation, which is not suitable for the AI domain-specific usage.
```","['temporary terrain', 'temporary locality', 'Temporal locality']"
66,temporal variable,"[{'word': 'временная переменная', 'ratio': 0.8}, {'word': 'темпоральная переменная', 'ratio': 0.1}, {'word': 'Темпоральная переменная', 'ratio': 0.1}]",темпоральная переменная,временная переменная,"```
1. Candidate: ""темпоральная переменная""
2. Explanation: The term ""темпоральная переменная"" is the best fit because it directly translates to ""temporal variable,"" maintaining the semantic accuracy needed in the AI domain. The term ""темпоральная"" is a loanword from Latin, commonly used in scientific and technical contexts in Russian to denote time-related concepts, similar to its usage in English. This ensures that the term is understood in the context of scheduling problems and temporal analysis, aligning well with the original English term's meaning and usage.
```","['temporal variable', 'Temporal variable', 'temporary variable']"
67,test accuracy,"[{'word': 'точность тестирования', 'ratio': 0.5555555555555556}, {'word': 'точность на тестовых данных', 'ratio': 0.3333333333333333}, {'word': 'Тестовая точность', 'ratio': 0.1111111111111111}]",точность на тестовых данных,точность тестирования,"```
1. Candidate: ""точность на тестовых данных""
2. Explanation: The candidate ""точность на тестовых данных"" translates back to ""accuracy on test data,"" which closely aligns with the original English term ""test accuracy"" in the context of AI. This term is commonly used in AI and machine learning to refer to the accuracy of a model when evaluated on a separate test dataset. The phrase captures the essence of evaluating model performance on unseen data, which is crucial for assessing generalization in AI models. Other candidates like ""точность теста"" and ""Тестовая точность"" are less precise and could be interpreted in broader contexts outside of AI, while ""точность тестирования"" suggests a process rather than a specific metric, making ""точность на тестовых данных"" the most semantically accurate and contextually fitting choice.
```","['accuracy on test data', 'test accuracy', 'Test accuracy', 'testing accuracy']"
68,test domain,"[{'word': 'тестовая область', 'ratio': 1.0}]",тестовый домен,тестовая область,"```
1. Candidate: ""тестовый домен""
2. Explanation: The term ""test domain"" in the context of AI and machine learning typically refers to a specific area or set of data used for testing a model's performance. The translation ""тестовый домен"" directly corresponds to ""test domain"" and is commonly used in Russian technical literature to describe this concept. The back translation also accurately reflects the original term, ensuring semantic accuracy and contextual fit within the AI domain. In contrast, ""тестовая область"" translates to ""test area,"" which could imply a physical or less specific area, making it less precise for the intended technical context.
```","['test area', 'test domain']"
69,unary production,"[{'word': 'унарное правило', 'ratio': 0.8}, {'word': 'унарное произведение', 'ratio': 0.1}, {'word': 'Унарное правило', 'ratio': 0.1}]",Унарное правило,унарное правило,"```
1. Candidate: ""Унарное правило""
2. Explanation: In the context of AI and computational linguistics, ""unary production"" refers to a type of grammar rule that involves a single non-terminal symbol producing another non-terminal symbol. The term ""Унарное правило"" (Unary rule) accurately captures this concept, as it aligns with the terminology used in formal grammar and parsing, where ""правило"" (rule) is commonly used to describe production rules. The back translation to ""Unary rule"" confirms the semantic accuracy and contextual fit within the AI domain, making it the best choice among the candidates.
```","['Unary rule', 'unary product', 'unary production', 'unary rule']"
70,unigram distribution,"[{'word': 'униграммное распределение', 'ratio': 0.5}, {'word': 'распределение униграмм', 'ratio': 0.4}, {'word': 'unigram distribution Распределение униграмм', 'ratio': 0.1}]",распределение униграмм,униграммное распределение,"```
1. Candidate: ""распределение униграмм""
2. Explanation: ""Распределение униграмм"" is the best translation candidate because it accurately reflects the term ""unigram distribution"" in a way that is consistent with Russian linguistic norms and AI domain-specific usage. The term ""распределение"" (distribution) is commonly used in statistical and computational contexts, and ""униграмм"" (unigram) is a direct transliteration that maintains the technical specificity of the term. This candidate also aligns well with the back translation, ensuring semantic accuracy and contextual fit within the AI domain.
```","['unigram distribution', 'unigram distribution', 'unigram distribution Unigram distribution']"
