Input.index,WorkerId,Input.English,Input.French,Answer.translation
18,AHX4W473FN5US,Bayesian decision,décision bayésienne,Décision bayésienne
18,AHX4W473FN5US,Bayesian deep learning,apprentissage profond bayésien,Apprentissage profond bayésien
18,AHX4W473FN5US,Bayesian evidence,preuve bayésienne,Preuve bayésienne
18,AHX4W473FN5US,Bayesian framework,cadre bayésien,Cadre bayésien
18,AHX4W473FN5US,Bayesian game,jeu bayésien,Jeu bayésien
18,AJFSM5DLXF59T,Bayesian decision,décision bayésienne,Décision bayésienne
18,AJFSM5DLXF59T,Bayesian deep learning,apprentissage profond bayésien,Apprentissage profond bayésien
18,AJFSM5DLXF59T,Bayesian evidence,preuve bayésienne,Preuve bayésienne
18,AJFSM5DLXF59T,Bayesian framework,cadre bayésien,Cadre bayésien
18,AJFSM5DLXF59T,Bayesian game,jeu bayésien,Jeu bayésien
19,A14F5XX4Y4KG9P,Bayesian inference,inférence bayésienne,Inférence bayésienne
19,A14F5XX4Y4KG9P,Bayesian learning,apprentissage bayésien,Apprentissage bayésien
19,A14F5XX4Y4KG9P,Bayesian method,méthode bayésienne,Méthode bayésienne
19,A14F5XX4Y4KG9P,Bayesian model,modèle bayésien,Modèle bayésien
19,A14F5XX4Y4KG9P,Bayesian optimization,optimisation bayésienne,Optimisation bayésienne
19,A1DP3WNXZKMBVL,Bayesian inference,inférence bayésienne,inférence bayésienne
19,A1DP3WNXZKMBVL,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,A1DP3WNXZKMBVL,Bayesian method,méthode bayésienne,méthode bayésienne
19,A1DP3WNXZKMBVL,Bayesian model,modèle bayésien,modèle bayésien
19,A1DP3WNXZKMBVL,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,A1S9SJ5CZTZH1M,Bayesian inference,inférence bayésienne,inférence bayésienne
19,A1S9SJ5CZTZH1M,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,A1S9SJ5CZTZH1M,Bayesian method,méthode bayésienne,méthode bayésienne
19,A1S9SJ5CZTZH1M,Bayesian model,modèle bayésien,modèle bayésien
19,A1S9SJ5CZTZH1M,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,A21RTAAAV3BQ1U,Bayesian inference,inférence bayésienne,inférence bayésienne
19,A21RTAAAV3BQ1U,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,A21RTAAAV3BQ1U,Bayesian method,méthode bayésienne,méthode bayésienne
19,A21RTAAAV3BQ1U,Bayesian model,modèle bayésien,modèle bayésien
19,A21RTAAAV3BQ1U,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,A3JDSO90RW8ORC,Bayesian inference,inférence bayésienne,inférence bayésienne
19,A3JDSO90RW8ORC,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,A3JDSO90RW8ORC,Bayesian method,méthode bayésienne,méthode bayésienne
19,A3JDSO90RW8ORC,Bayesian model,modèle bayésien,modèle bayésien
19,A3JDSO90RW8ORC,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,A3QLNXYO3P06WF,Bayesian inference,inférence bayésienne,inférence bayésienne
19,A3QLNXYO3P06WF,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,A3QLNXYO3P06WF,Bayesian method,méthode bayésienne,méthode bayésienne
19,A3QLNXYO3P06WF,Bayesian model,modèle bayésien,modèle bayésien
19,A3QLNXYO3P06WF,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,AATNSR9QAYC5Q,Bayesian inference,inférence bayésienne,inférence bayésienne
19,AATNSR9QAYC5Q,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,AATNSR9QAYC5Q,Bayesian method,méthode bayésienne,méthode bayésienne
19,AATNSR9QAYC5Q,Bayesian model,modèle bayésien,modèle bayésien
19,AATNSR9QAYC5Q,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,ACS6S6YQWPTZ1,Bayesian inference,inférence bayésienne,inférence bayésienne
19,ACS6S6YQWPTZ1,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,ACS6S6YQWPTZ1,Bayesian method,méthode bayésienne,méthode bayésienne
19,ACS6S6YQWPTZ1,Bayesian model,modèle bayésien,modèle bayésien
19,ACS6S6YQWPTZ1,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,AHX4W473FN5US,Bayesian inference,inférence bayésienne,inférence bayésienne
19,AHX4W473FN5US,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,AHX4W473FN5US,Bayesian method,méthode bayésienne,méthode bayésienne
19,AHX4W473FN5US,Bayesian model,modèle bayésien,modèle bayésien
19,AHX4W473FN5US,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
19,AJFSM5DLXF59T,Bayesian inference,inférence bayésienne,inférence bayésienne
19,AJFSM5DLXF59T,Bayesian learning,apprentissage bayésien,apprentissage bayésien
19,AJFSM5DLXF59T,Bayesian method,méthode bayésienne,méthode bayésienne
19,AJFSM5DLXF59T,Bayesian model,modèle bayésien,modèle bayésien
19,AJFSM5DLXF59T,Bayesian optimization,optimisation bayésienne,optimisation bayésienne
20,A14F5XX4Y4KG9P,Bayesian perspective,perspective bayésienne,Bayesian perspective: perspective bayésienne
20,A14F5XX4Y4KG9P,Bayesian probabilistic model,modèle probabiliste bayésien,Bayesian probabilistic model: modèle probabiliste bayésien
20,A14F5XX4Y4KG9P,Bayesian update,mise à jour bayésienne,Bayesian update: mise à jour bayésienne
20,A14F5XX4Y4KG9P,Beam Search,Recherche en faisceau,Beam Search: recherche en faisceau
20,A14F5XX4Y4KG9P,Belief Propagation,propagation des croyances,Belief Propagation: propagation des croyances
20,A1DEIZQB0X8KNT,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,A1DEIZQB0X8KNT,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,A1DEIZQB0X8KNT,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,A1DEIZQB0X8KNT,Beam Search,Recherche en faisceau,recherche par faisceau
20,A1DEIZQB0X8KNT,Belief Propagation,propagation des croyances,propagation de croyance
20,A1DP3WNXZKMBVL,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,A1DP3WNXZKMBVL,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,A1DP3WNXZKMBVL,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,A1DP3WNXZKMBVL,Beam Search,Recherche en faisceau,recherche par faisceaux
20,A1DP3WNXZKMBVL,Belief Propagation,propagation des croyances,propagation des croyances
20,A21RTAAAV3BQ1U,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,A21RTAAAV3BQ1U,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,A21RTAAAV3BQ1U,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,A21RTAAAV3BQ1U,Beam Search,Recherche en faisceau,recherche par faisceaux
20,A21RTAAAV3BQ1U,Belief Propagation,propagation des croyances,propagation des croyances
20,A2QG6WA7SYJY5Y,Bayesian perspective,perspective bayésienne,Perspective bayésienne
20,A2QG6WA7SYJY5Y,Bayesian probabilistic model,modèle probabiliste bayésien,Modèle probabiliste bayésien
20,A2QG6WA7SYJY5Y,Bayesian update,mise à jour bayésienne,Mise à jour bayésienne
20,A2QG6WA7SYJY5Y,Beam Search,Recherche en faisceau,Recherche par faisceau
20,A2QG6WA7SYJY5Y,Belief Propagation,propagation des croyances,Propagation des croyances
20,A3JDSO90RW8ORC,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,A3JDSO90RW8ORC,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,A3JDSO90RW8ORC,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,A3JDSO90RW8ORC,Beam Search,Recherche en faisceau,recherche par faisceau
20,A3JDSO90RW8ORC,Belief Propagation,propagation des croyances,propagation des croyances
20,AATNSR9QAYC5Q,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,AATNSR9QAYC5Q,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,AATNSR9QAYC5Q,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,AATNSR9QAYC5Q,Beam Search,Recherche en faisceau,recherche par faisceau
20,AATNSR9QAYC5Q,Belief Propagation,propagation des croyances,propagation de croyance
20,ACS6S6YQWPTZ1,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,ACS6S6YQWPTZ1,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,ACS6S6YQWPTZ1,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,ACS6S6YQWPTZ1,Beam Search,Recherche en faisceau,Recherche par faisceau
20,ACS6S6YQWPTZ1,Belief Propagation,propagation des croyances,Propagation des croyances
20,AHX4W473FN5US,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,AHX4W473FN5US,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,AHX4W473FN5US,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,AHX4W473FN5US,Beam Search,Recherche en faisceau,Recherche par faisceau
20,AHX4W473FN5US,Belief Propagation,propagation des croyances,Propagation des croyances
20,AJFSM5DLXF59T,Bayesian perspective,perspective bayésienne,perspective bayésienne
20,AJFSM5DLXF59T,Bayesian probabilistic model,modèle probabiliste bayésien,modèle probabiliste bayésien
20,AJFSM5DLXF59T,Bayesian update,mise à jour bayésienne,mise à jour bayésienne
20,AJFSM5DLXF59T,Beam Search,Recherche en faisceau,recherche avec faisceau
20,AJFSM5DLXF59T,Belief Propagation,propagation des croyances,propagation de croyance
21,A14F5XX4Y4KG9P,Bellman,Bellman,Bellman
21,A14F5XX4Y4KG9P,Bellman backup,Mise à jour de Bellman,rétroaction de Bellman
21,A14F5XX4Y4KG9P,Bellman equation,équation de Bellman,équation de Bellman
21,A14F5XX4Y4KG9P,Bellman error,erreur de Bellman,erreur de Bellman
21,A14F5XX4Y4KG9P,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,A1DEIZQB0X8KNT,Bellman,Bellman,Bellman
21,A1DEIZQB0X8KNT,Bellman backup,Mise à jour de Bellman,mise à jour de Bellman
21,A1DEIZQB0X8KNT,Bellman equation,équation de Bellman,équation de Bellman
21,A1DEIZQB0X8KNT,Bellman error,erreur de Bellman,erreur de Bellman
21,A1DEIZQB0X8KNT,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,A1DP3WNXZKMBVL,Bellman,Bellman,Bellman
21,A1DP3WNXZKMBVL,Bellman backup,Mise à jour de Bellman,rétroaction de Bellman
21,A1DP3WNXZKMBVL,Bellman equation,équation de Bellman,équation de Bellman
21,A1DP3WNXZKMBVL,Bellman error,erreur de Bellman,erreur de Bellman
21,A1DP3WNXZKMBVL,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,A1S9SJ5CZTZH1M,Bellman,Bellman,Bellman
21,A1S9SJ5CZTZH1M,Bellman backup,Mise à jour de Bellman,sauvegarde de Bellman
21,A1S9SJ5CZTZH1M,Bellman equation,équation de Bellman,équation de Bellman
21,A1S9SJ5CZTZH1M,Bellman error,erreur de Bellman,erreur de Bellman
21,A1S9SJ5CZTZH1M,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,A21RTAAAV3BQ1U,Bellman,Bellman,Bellman
21,A21RTAAAV3BQ1U,Bellman backup,Mise à jour de Bellman,sauvegarde de Bellman
21,A21RTAAAV3BQ1U,Bellman equation,équation de Bellman,équation de Bellman
21,A21RTAAAV3BQ1U,Bellman error,erreur de Bellman,erreur de Bellman
21,A21RTAAAV3BQ1U,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,A2QG6WA7SYJY5Y,Bellman,Bellman,Bellman
21,A2QG6WA7SYJY5Y,Bellman backup,Mise à jour de Bellman,sauvegarde de Bellman
21,A2QG6WA7SYJY5Y,Bellman equation,équation de Bellman,équation de Bellman
21,A2QG6WA7SYJY5Y,Bellman error,erreur de Bellman,erreur de Bellman
21,A2QG6WA7SYJY5Y,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,A3JPQAK02PUM87,Bellman,Bellman,Bellman
21,A3JPQAK02PUM87,Bellman backup,Mise à jour de Bellman,sauvegarde de Bellman
21,A3JPQAK02PUM87,Bellman equation,équation de Bellman,équation de Bellman
21,A3JPQAK02PUM87,Bellman error,erreur de Bellman,erreur de Bellman
21,A3JPQAK02PUM87,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,AATNSR9QAYC5Q,Bellman,Bellman,Bellman
21,AATNSR9QAYC5Q,Bellman backup,Mise à jour de Bellman,sauvegarde de Bellman
21,AATNSR9QAYC5Q,Bellman equation,équation de Bellman,équation de Bellman
21,AATNSR9QAYC5Q,Bellman error,erreur de Bellman,erreur de Bellman
21,AATNSR9QAYC5Q,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,ACS6S6YQWPTZ1,Bellman,Bellman,Bellman
21,ACS6S6YQWPTZ1,Bellman backup,Mise à jour de Bellman,sauvegarde de Bellman
21,ACS6S6YQWPTZ1,Bellman equation,équation de Bellman,équation de Bellman
21,ACS6S6YQWPTZ1,Bellman error,erreur de Bellman,erreur de Bellman
21,ACS6S6YQWPTZ1,Bellman operator,opérateur de Bellman,opérateur de Bellman
21,AJFSM5DLXF59T,Bellman,Bellman,Bellman
21,AJFSM5DLXF59T,Bellman backup,Mise à jour de Bellman,retour Bellman
21,AJFSM5DLXF59T,Bellman equation,équation de Bellman,équation de Bellman
21,AJFSM5DLXF59T,Bellman error,erreur de Bellman,erreur de Bellman
21,AJFSM5DLXF59T,Bellman operator,opérateur de Bellman,opérateur de Bellman
22,A14F5XX4Y4KG9P,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,A14F5XX4Y4KG9P,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,jeu de données de segmentation Berkeley
22,A14F5XX4Y4KG9P,Bernoulli,Bernoulli,Bernoulli
22,A14F5XX4Y4KG9P,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,A14F5XX4Y4KG9P,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,A1DEIZQB0X8KNT,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,A1DEIZQB0X8KNT,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,ensemble de données de segmentation Berkeley
22,A1DEIZQB0X8KNT,Bernoulli,Bernoulli,Bernoulli
22,A1DEIZQB0X8KNT,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,A1DEIZQB0X8KNT,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,A1DP3WNXZKMBVL,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,A1DP3WNXZKMBVL,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,ensemble de données de segmentation de Berkeley
22,A1DP3WNXZKMBVL,Bernoulli,Bernoulli,Bernoulli
22,A1DP3WNXZKMBVL,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,A1DP3WNXZKMBVL,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,A1S9SJ5CZTZH1M,Berkeley parser,analyseur syntaxique de Berkeley,Analyseur Berkeley
22,A1S9SJ5CZTZH1M,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,Jeu de données de segmentation Berkeley
22,A1S9SJ5CZTZH1M,Bernoulli,Bernoulli,Bernoulli
22,A1S9SJ5CZTZH1M,Bernoulli distribution,distribution de Bernoulli,Distribution de Bernoulli
22,A1S9SJ5CZTZH1M,Bernoulli likelihood,Vraisemblance de Bernoulli,Vraisemblance de Bernoulli
22,A21RTAAAV3BQ1U,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,A21RTAAAV3BQ1U,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,jeu de données de segmentation de Berkeley
22,A21RTAAAV3BQ1U,Bernoulli,Bernoulli,Bernoulli
22,A21RTAAAV3BQ1U,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,A21RTAAAV3BQ1U,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,A3JDSO90RW8ORC,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,A3JDSO90RW8ORC,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,ensemble de données de segmentation de Berkeley
22,A3JDSO90RW8ORC,Bernoulli,Bernoulli,Bernoulli
22,A3JDSO90RW8ORC,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,A3JDSO90RW8ORC,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,AATNSR9QAYC5Q,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,AATNSR9QAYC5Q,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,ensemble de données de segmentation Berkeley
22,AATNSR9QAYC5Q,Bernoulli,Bernoulli,Bernoulli
22,AATNSR9QAYC5Q,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,AATNSR9QAYC5Q,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,ACS6S6YQWPTZ1,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,ACS6S6YQWPTZ1,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,ensemble de données de segmentation Berkeley
22,ACS6S6YQWPTZ1,Bernoulli,Bernoulli,Bernoulli
22,ACS6S6YQWPTZ1,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,ACS6S6YQWPTZ1,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,AHX4W473FN5US,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,AHX4W473FN5US,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,jeu de données de segmentation de Berkeley
22,AHX4W473FN5US,Bernoulli,Bernoulli,Bernoulli
22,AHX4W473FN5US,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,AHX4W473FN5US,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
22,AJFSM5DLXF59T,Berkeley parser,analyseur syntaxique de Berkeley,analyseur Berkeley
22,AJFSM5DLXF59T,Berkeley segmentation dataset,Ensemble de données de segmentation de Berkeley,jeu de données de segmentation Berkeley
22,AJFSM5DLXF59T,Bernoulli,Bernoulli,Bernoulli
22,AJFSM5DLXF59T,Bernoulli distribution,distribution de Bernoulli,distribution de Bernoulli
22,AJFSM5DLXF59T,Bernoulli likelihood,Vraisemblance de Bernoulli,vraisemblance de Bernoulli
23,A14F5XX4Y4KG9P,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,A14F5XX4Y4KG9P,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,A14F5XX4Y4KG9P,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,A14F5XX4Y4KG9P,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,A14F5XX4Y4KG9P,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,A1DEIZQB0X8KNT,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,A1DEIZQB0X8KNT,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,A1DEIZQB0X8KNT,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,A1DEIZQB0X8KNT,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,A1DEIZQB0X8KNT,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,A1DP3WNXZKMBVL,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,A1DP3WNXZKMBVL,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,A1DP3WNXZKMBVL,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,A1DP3WNXZKMBVL,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,A1DP3WNXZKMBVL,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,A1RAJW5O9HPPE2,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,A1RAJW5O9HPPE2,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,A1RAJW5O9HPPE2,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,A1RAJW5O9HPPE2,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,A1RAJW5O9HPPE2,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,A1S9SJ5CZTZH1M,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,A1S9SJ5CZTZH1M,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,A1S9SJ5CZTZH1M,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,A1S9SJ5CZTZH1M,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,A1S9SJ5CZTZH1M,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,A3JPQAK02PUM87,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,A3JPQAK02PUM87,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,A3JPQAK02PUM87,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,A3JPQAK02PUM87,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,A3JPQAK02PUM87,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,AATNSR9QAYC5Q,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,AATNSR9QAYC5Q,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,AATNSR9QAYC5Q,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,AATNSR9QAYC5Q,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,AATNSR9QAYC5Q,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,ACS6S6YQWPTZ1,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,ACS6S6YQWPTZ1,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,ACS6S6YQWPTZ1,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,ACS6S6YQWPTZ1,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,ACS6S6YQWPTZ1,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,AHX4W473FN5US,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,AHX4W473FN5US,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,AHX4W473FN5US,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,AHX4W473FN5US,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,AHX4W473FN5US,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
23,AJFSM5DLXF59T,Bernoulli random variable,Variable aléatoire de Bernoulli,variable aléatoire de Bernoulli
23,AJFSM5DLXF59T,Bernoulli sampling,échantillonnage de Bernoulli,échantillonnage de Bernoulli
23,AJFSM5DLXF59T,Bernoulli trial,épreuve de Bernoulli,essai de Bernoulli
23,AJFSM5DLXF59T,Bernoulli variable,Variable de Bernoulli,variable de Bernoulli
23,AJFSM5DLXF59T,Bernstein's inequality,Inégalité de Bernstein,inégalité de Bernstein
24,A14F5XX4Y4KG9P,Beta distribution,distribution bêta,Beta distribution: distribution Beta
24,A14F5XX4Y4KG9P,Bethe approximation,approximation Bethe,Bethe approximation: approximation de Bethe
24,A14F5XX4Y4KG9P,Bhattacharyya coefficient,coefficient de Bhattacharyya,Bhattacharyya coefficient: coefficient de Bhattacharyya
24,A14F5XX4Y4KG9P,Binomial distribution,distribution binomiale,Binomial distribution: distribution binomiale
24,A14F5XX4Y4KG9P,Bloom filter,filtre de Bloom,Bloom filter: filtre de Bloom
24,A1DP3WNXZKMBVL,Beta distribution,distribution bêta,distribution bêta
24,A1DP3WNXZKMBVL,Bethe approximation,approximation Bethe,approximation de Bethe
24,A1DP3WNXZKMBVL,Bhattacharyya coefficient,coefficient de Bhattacharyya,coefficient de Bhattacharyya
24,A1DP3WNXZKMBVL,Binomial distribution,distribution binomiale,distribution binomiale
24,A1DP3WNXZKMBVL,Bloom filter,filtre de Bloom,filtre de Bloom
24,A1RAJW5O9HPPE2,Beta distribution,distribution bêta,distribution bêta
24,A1RAJW5O9HPPE2,Bethe approximation,approximation Bethe,approximation de Bethe
24,A1RAJW5O9HPPE2,Bhattacharyya coefficient,coefficient de Bhattacharyya,coefficient de Bhattacharyya
24,A1RAJW5O9HPPE2,Binomial distribution,distribution binomiale,distribution binomiale
24,A1RAJW5O9HPPE2,Bloom filter,filtre de Bloom,filtre de Bloom
24,A1S9SJ5CZTZH1M,Beta distribution,distribution bêta,distribution bêta
24,A1S9SJ5CZTZH1M,Bethe approximation,approximation Bethe,approximation de Bethe
24,A1S9SJ5CZTZH1M,Bhattacharyya coefficient,coefficient de Bhattacharyya,coefficient de Bhattacharyya
24,A1S9SJ5CZTZH1M,Binomial distribution,distribution binomiale,distribution binomiale
24,A1S9SJ5CZTZH1M,Bloom filter,filtre de Bloom,filtre de Bloom
24,A21RTAAAV3BQ1U,Beta distribution,distribution bêta,distribution Beta
24,A21RTAAAV3BQ1U,Bethe approximation,approximation Bethe,approximation de Bethe
24,A21RTAAAV3BQ1U,Bhattacharyya coefficient,coefficient de Bhattacharyya,coefficient de Bhattacharyya
24,A21RTAAAV3BQ1U,Binomial distribution,distribution binomiale,distribution binomiale
24,A21RTAAAV3BQ1U,Bloom filter,filtre de Bloom,filtre de Bloom
24,A2RFY9YXUWY2E1,Beta distribution,distribution bêta,Distribution bêta
24,A2RFY9YXUWY2E1,Bethe approximation,approximation Bethe,Approximation de Bethe
24,A2RFY9YXUWY2E1,Bhattacharyya coefficient,coefficient de Bhattacharyya,Coefficient de Bhattacharyya
24,A2RFY9YXUWY2E1,Binomial distribution,distribution binomiale,Distribution binomiale
24,A2RFY9YXUWY2E1,Bloom filter,filtre de Bloom,Filtre de Bloom
24,A3JPQAK02PUM87,Beta distribution,distribution bêta,distribution bêta
24,A3JPQAK02PUM87,Bethe approximation,approximation Bethe,approximation de Bethe
24,A3JPQAK02PUM87,Bhattacharyya coefficient,coefficient de Bhattacharyya,coefficient de Bhattacharyya
24,A3JPQAK02PUM87,Binomial distribution,distribution binomiale,distribution binomiale
24,A3JPQAK02PUM87,Bloom filter,filtre de Bloom,filtre de Bloom
24,AATNSR9QAYC5Q,Beta distribution,distribution bêta,Distribution bêta
24,AATNSR9QAYC5Q,Bethe approximation,approximation Bethe,Approximation de Bethe
24,AATNSR9QAYC5Q,Bhattacharyya coefficient,coefficient de Bhattacharyya,Coefficient de Bhattacharyya
24,AATNSR9QAYC5Q,Binomial distribution,distribution binomiale,Distribution binomiale
24,AATNSR9QAYC5Q,Bloom filter,filtre de Bloom,Filtre de Bloom
24,ACS6S6YQWPTZ1,Beta distribution,distribution bêta,distribution Beta
24,ACS6S6YQWPTZ1,Bethe approximation,approximation Bethe,approximation de Bethe
24,ACS6S6YQWPTZ1,Bhattacharyya coefficient,coefficient de Bhattacharyya,coefficient de Bhattacharyya
